Subject	site	Sex	Group	Age	Date	Day	Session	trial_number	open_cylinder	comment
Chipie	kenya	f	young chimps	27	11/10/2018	4	2	9	1	
Chipie	kenya	f	young chimps	27	11/10/2018	4	2	10	1	
Chipie	kenya	f	young chimps	27	11/10/2018	4	2	11	1	
Chipie	kenya	f	young chimps	27	11/10/2018	4	2	12	1	
Amizero	kenya	f	young chimps	29	11/10/2018	4	2	1	1	
Amizero	kenya	f	young chimps	29	11/10/2018	4	2	2	0	
Amizero	kenya	f	young chimps	29	11/10/2018	4	2	3	0	
Amizero	kenya	f	young chimps	29	11/10/2018	4	2	4	0	
Amizero	kenya	f	young chimps	29	11/10/2018	4	2	5	1	
Amizero	kenya	f	young chimps	29	11/10/2018	4	2	6	1	
Amizero	kenya	f	young chimps	29	11/10/2018	4	2	7	1	
Amizero	kenya	f	young chimps	29	11/10/2018	4	2	8	1	
Amizero	kenya	f	young chimps	29	11/10/2018	4	2	9	1	
Amizero	kenya	f	young chimps	29	11/10/2018	4	2	10	1	
Amizero	kenya	f	young chimps	29	11/10/2018	4	2	11	1	
Amizero	kenya	f	young chimps	29	11/10/2018	4	2	12	0	
Alikaka	kenya	m	old chimps	16	16/10/2018	4	2	1	1	
Alikaka	kenya	m	old chimps	16	16/10/2018	4	2	2	0	
Alikaka	kenya	m	old chimps	16	16/10/2018	4	2	3	1	
Alikaka	kenya	m	old chimps	16	16/10/2018	4	2	4	0	
Alikaka	kenya	m	old chimps	16	16/10/2018	4	2	5	1	
Alikaka	kenya	m	old chimps	16	16/10/2018	4	2	6	0	
Alikaka	kenya	m	old chimps	16	16/10/2018	4	2	7	1	
Alikaka	kenya	m	old chimps	16	16/10/2018	4	2	8	1	
Alikaka	kenya	m	old chimps	16	16/10/2018	4	2	9	0	
Alikaka	kenya	m	old chimps	16	16/10/2018	4	2	10	1	
Alikaka	kenya	m	old chimps	16	16/10/2018	4	2	11	0	
Alikaka	kenya	m	old chimps	16	16/10/2018	4	2	12	1	
Cheetah	kenya	f	old chimps	31	16/10/2018	4	2	1	1	
Cheetah	kenya	f	old chimps	31	16/10/2018	4	2	2	1	
Cheetah	kenya	f	old chimps	31	16/10/2018	4	2	3	1	
Cheetah	kenya	f	old chimps	31	16/10/2018	4	2	4	0	
Cheetah	kenya	f	old chimps	31	16/10/2018	4	2	5	0	did not touch more cylinders within 10 min
Cheetah	kenya	f	old chimps	31	16/10/2018	4	2	6		
Cheetah	kenya	f	old chimps	31	16/10/2018	4	2	7		
Cheetah	kenya	f	old chimps	31	16/10/2018	4	2	8		
Cheetah	kenya	f	old chimps	31	16/10/2018	4	2	9		
Cheetah	kenya	f	old chimps	31	16/10/2018	4	2	10		
Cheetah	kenya	f	old chimps	31	16/10/2018	4	2	11		
Cheetah	kenya	f	old chimps	31	16/10/2018	4	2	12		
Mwanzo	kenya	f	old chimps	22	16/10/2018	4	2	1	0	
Mwanzo	kenya	f	old chimps	22	16/10/2018	4	2	2	1	
Mwanzo	kenya	f	old chimps	22	16/10/2018	4	2	3	1	
Mwanzo	kenya	f	old chimps	22	16/10/2018	4	2	4	0	
Mwanzo	kenya	f	old chimps	22	16/10/2018	4	2	5	0	
Mwanzo	kenya	f	old chimps	22	16/10/2018	4	2	6	0	
Mwanzo	kenya	f	old chimps	22	16/10/2018	4	2	7	1	
Mwanzo	kenya	f	old chimps	22	16/10/2018	4	2	8	1	
Mwanzo	kenya	f	old chimps	22	16/10/2018	4	2	9	0	
Mwanzo	kenya	f	old chimps	22	16/10/2018	4	2	10	0	
Mwanzo	kenya	f	old chimps	22	16/10/2018	4	2	11	0	
Mwanzo	kenya	f	old chimps	22	16/10/2018	4	2	12	1	
Mary	kenya	f	old chimps	15	15/10/2018	4	2	1	0	collected all cylinders at the beginning of the session
Mary	kenya	f	old chimps	15	15/10/2018	4	2	2	1	
Mary	kenya	f	old chimps	15	15/10/2018	4	2	3	0	
Mary	kenya	f	old chimps	15	15/10/2018	4	2	4	0	
Mary	kenya	f	old chimps	15	15/10/2018	4	2	5	0	
Mary	kenya	f	old chimps	15	15/10/2018	4	2	6	0	
Mary	kenya	f	old chimps	15	15/10/2018	4	2	7	0	
Mary	kenya	f	old chimps	15	15/10/2018	4	2	8	0	
Mary	kenya	f	old chimps	15	15/10/2018	4	2	9	0	
Mary	kenya	f	old chimps	15	15/10/2018	4	2	10	1	
Mary	kenya	f	old chimps	15	15/10/2018	4	2	11	1	
Mary	kenya	f	old chimps	15	15/10/2018	4	2	12	0	
Julia	kenya	f	old chimps	18	16/10/2018	4	2	1	1	
Julia	kenya	f	old chimps	18	16/10/2018	4	2	2	0	
Julia	kenya	f	old chimps	18	16/10/2018	4	2	3	0	
Julia	kenya	f	old chimps	18	16/10/2018	4	2	4	1	
Julia	kenya	f	old chimps	18	16/10/2018	4	2	5	1	
Julia	kenya	f	old chimps	18	16/10/2018	4	2	6	1	
Julia	kenya	f	old chimps	18	16/10/2018	4	2	7	1	
Julia	kenya	f	old chimps	18	16/10/2018	4	2	8	1	
Julia	kenya	f	old chimps	18	16/10/2018	4	2	9	1	
Julia	kenya	f	old chimps	18	16/10/2018	4	2	10	1	
Julia	kenya	f	old chimps	18	16/10/2018	4	2	11	0	
Julia	kenya	f	old chimps	18	16/10/2018	4	2	12	1	
Amahirwe	kenya	m	old chimps	20	15/10/2018	4	2	1	1	
Amahirwe	kenya	m	old chimps	20	15/10/2018	4	2	2	1	
Amahirwe	kenya	m	old chimps	20	15/10/2018	4	2	3	1	
Amahirwe	kenya	m	old chimps	20	15/10/2018	4	2	4	1	
Amahirwe	kenya	m	old chimps	20	15/10/2018	4	2	5	1	
Amahirwe	kenya	m	old chimps	20	15/10/2018	4	2	6	1	
Amahirwe	kenya	m	old chimps	20	15/10/2018	4	2	7	1	
Amahirwe	kenya	m	old chimps	20	15/10/2018	4	2	8	0	
Amahirwe	kenya	m	old chimps	20	15/10/2018	4	2	9	0	
Amahirwe	kenya	m	old chimps	20	15/10/2018	4	2	10	1	
Amahirwe	kenya	m	old chimps	20	15/10/2018	4	2	11	1	
Amahirwe	kenya	m	old chimps	20	15/10/2018	4	2	12	1	
Zee	kenya	m	old chimps	18	16/10/2018	4	2	1	0	
Zee	kenya	m	old chimps	18	16/10/2018	4	2	2	0	
Zee	kenya	m	old chimps	18	16/10/2018	4	2	3	0	
Zee	kenya	m	old chimps	18	16/10/2018	4	2	4	0	
Zee	kenya	m	old chimps	18	16/10/2018	4	2	5	0	
Zee	kenya	m	old chimps	18	16/10/2018	4	2	6	1	
Zee	kenya	m	old chimps	18	16/10/2018	4	2	7	1	
Zee	kenya	m	old chimps	18	16/10/2018	4	2	8	1	
Zee	kenya	m	old chimps	18	16/10/2018	4	2	9	0	
Zee	kenya	m	old chimps	18	16/10/2018	4	2	10	0	
Zee	kenya	m	old chimps	18	16/10/2018	4	2	11	1	
Zee	kenya	m	old chimps	18	16/10/2018	4	2	12	1	
Alley	kenya	f	old chimps	31	14/11/2018	4	2	1	0	
Alley	kenya	f	old chimps	31	14/11/2018	4	2	2	1	
Alley	kenya	f	old chimps	31	14/11/2018	4	2	3	1	
Alley	kenya	f	old chimps	31	14/11/2018	4	2	4	1	
Alley	kenya	f	old chimps	31	14/11/2018	4	2	5	1	
Alley	kenya	f	old chimps	31	14/11/2018	4	2	6	1	
Alley	kenya	f	old chimps	31	14/11/2018	4	2	7	1	
Alley	kenya	f	old chimps	31	14/11/2018	4	2	8	0	
Alley	kenya	f	old chimps	31	14/11/2018	4	2	9	1	
Alley	kenya	f	old chimps	31	14/11/2018	4	2	10	1	
Alley	kenya	f	old chimps	31	14/11/2018	4	2	11	1	
Alley	kenya	f	old chimps	31	14/11/2018	4	2	12	1	
Oscar	kenya	m	old chimps	21	14/11/2018	4	2	1	0	
Oscar	kenya	m	old chimps	21	14/11/2018	4	2	2	1	
Oscar	kenya	m	old chimps	21	14/11/2018	4	2	3	1	
Oscar	kenya	m	old chimps	21	14/11/2018	4	2	4	0	
Oscar	kenya	m	old chimps	21	14/11/2018	4	2	5	1	
Oscar	kenya	m	old chimps	21	14/11/2018	4	2	6	1	
Oscar	kenya	m	old chimps	21	14/11/2018	4	2	7	0	
Oscar	kenya	m	old chimps	21	14/11/2018	4	2	8	1	
Oscar	kenya	m	old chimps	21	14/11/2018	4	2	9	1	
Oscar	kenya	m	old chimps	21	14/11/2018	4	2	10	1	
Oscar	kenya	m	old chimps	21	14/11/2018	4	2	11	0	
Oscar	kenya	m	old chimps	21	14/11/2018	4	2	12	0	
Judy	kenya	f	old chimps	35	14/11/2018	4	2	1	0	
Judy	kenya	f	old chimps	35	14/11/2018	4	2	2	0	
Judy	kenya	f	old chimps	35	14/11/2018	4	2	3	1	
Judy	kenya	f	old chimps	35	14/11/2018	4	2	4	1	
Judy	kenya	f	old chimps	35	14/11/2018	4	2	5	0	
Judy	kenya	f	old chimps	35	14/11/2018	4	2	6	0	
Judy	kenya	f	old chimps	35	14/11/2018	4	2	7	0	
Judy	kenya	f	old chimps	35	14/11/2018	4	2	8	1	
Judy	kenya	f	old chimps	35	14/11/2018	4	2	9	0	
Judy	kenya	f	old chimps	35	14/11/2018	4	2	10	1	session stopped after 10 min
Judy	kenya	f	old chimps	35	14/11/2018	4	2	11		
Judy	kenya	f	old chimps	35	14/11/2018	4	2	12		
Ajabu	kenya	f	old chimps	10	14/11/2018	4	2	1	1	
Ajabu	kenya	f	old chimps	10	14/11/2018	4	2	2	1	
Ajabu	kenya	f	old chimps	10	14/11/2018	4	2	3	0	
Ajabu	kenya	f	old chimps	10	14/11/2018	4	2	4	1	
Ajabu	kenya	f	old chimps	10	14/11/2018	4	2	5	1	
Ajabu	kenya	f	old chimps	10	14/11/2018	4	2	6	0	
Ajabu	kenya	f	old chimps	10	14/11/2018	4	2	7	1	
Ajabu	kenya	f	old chimps	10	14/11/2018	4	2	8	1	
Ajabu	kenya	f	old chimps	10	14/11/2018	4	2	9	1	
Ajabu	kenya	f	old chimps	10	14/11/2018	4	2	10	0	
Ajabu	kenya	f	old chimps	10	14/11/2018	4	2	11	1	
Ajabu	kenya	f	old chimps	10	14/11/2018	4	2	12	0	
Safari	kenya	m	old chimps	34	14/11/2018	4	2	1	0	
Safari	kenya	m	old chimps	34	14/11/2018	4	2	2	1	
Safari	kenya	m	old chimps	34	14/11/2018	4	2	3	1	
Safari	kenya	m	old chimps	34	14/11/2018	4	2	4	0	
Safari	kenya	m	old chimps	34	14/11/2018	4	2	5	0	
Safari	kenya	m	old chimps	34	14/11/2018	4	2	6	1	
Safari	kenya	m	old chimps	34	14/11/2018	4	2	7	1	
Safari	kenya	m	old chimps	34	14/11/2018	4	2	8	0	
Safari	kenya	m	old chimps	34	14/11/2018	4	2	9	1	
Safari	kenya	m	old chimps	34	14/11/2018	4	2	10	0	
Safari	kenya	m	old chimps	34	14/11/2018	4	2	11	0	
Safari	kenya	m	old chimps	34	14/11/2018	4	2	12	1	
George	kenya	m	old chimps	15	15/11/2018	4	2	1	1	stopped after 10 min
George	kenya	m	old chimps	15		4	2	2		
George	kenya	m	old chimps	15		4	2	3		
George	kenya	m	old chimps	15		4	2	4		
George	kenya	m	old chimps	15		4	2	5		
George	kenya	m	old chimps	15		4	2	6		
George	kenya	m	old chimps	15		4	2	7		
George	kenya	m	old chimps	15		4	2	8		
George	kenya	m	old chimps	15		4	2	9		
George	kenya	m	old chimps	15		4	2	10		
George	kenya	m	old chimps	15		4	2	11		
George	kenya	m	old chimps	15		4	2	12		
Saidia	kenya	f	old chimps	15	16/11/2018	4	2	1	0	
Saidia	kenya	f	old chimps	15	16/11/2018	4	2	2	1	
Saidia	kenya	f	old chimps	15	16/11/2018	4	2	3	1	
Saidia	kenya	f	old chimps	15	16/11/2018	4	2	4	1	
Saidia	kenya	f	old chimps	15	16/11/2018	4	2	5	0	
Saidia	kenya	f	old chimps	15	16/11/2018	4	2	6	1	
Saidia	kenya	f	old chimps	15	16/11/2018	4	2	7	1	
Saidia	kenya	f	old chimps	15	16/11/2018	4	2	8	0	
Saidia	kenya	f	old chimps	15	16/11/2018	4	2	9	1	
Saidia	kenya	f	old chimps	15	16/11/2018	4	2	10	1	
Saidia	kenya	f	old chimps	15	16/11/2018	4	2	11	1	
Saidia	kenya	f	old chimps	15	16/11/2018	4	2	12	0	
Angela	kenya	f	old chimps	7	15/11/2018	4	2	1	1	
Angela	kenya	f	old chimps	7	15/11/2018	4	2	2	1	
Angela	kenya	f	old chimps	7	15/11/2018	4	2	3	1	
Angela	kenya	f	old chimps	7	15/11/2018	4	2	4	1	
Angela	kenya	f	old chimps	7	15/11/2018	4	2	5	1	
Angela	kenya	f	old chimps	7	15/11/2018	4	2	6	1	
Angela	kenya	f	old chimps	7	15/11/2018	4	2	7	1	
Angela	kenya	f	old chimps	7	15/11/2018	4	2	8	1	
Angela	kenya	f	old chimps	7	15/11/2018	4	2	9	1	
Angela	kenya	f	old chimps	7	15/11/2018	4	2	10	1	
Angela	kenya	f	old chimps	7	15/11/2018	4	2	11	1	
Angela	kenya	f	old chimps	7	15/11/2018	4	2	12	1	
Akela	kenya	f	young chimps	30	09/11/2018	4	1	1	0	
Akela	kenya	f	young chimps	30	09/11/2018	4	1	2	0	
Akela	kenya	f	young chimps	30	09/11/2018	4	1	3	0	
Akela	kenya	f	young chimps	30	09/11/2018	4	1	4	1	
Akela	kenya	f	young chimps	30	09/11/2018	4	1	5	0	
Akela	kenya	f	young chimps	30	09/11/2018	4	1	6	0	
Akela	kenya	f	young chimps	30	09/11/2018	4	1	7	1	
Akela	kenya	f	young chimps	30	09/11/2018	4	1	8	1	
Akela	kenya	f	young chimps	30	09/11/2018	4	1	9	1	
Akela	kenya	f	young chimps	30	09/11/2018	4	1	10	0	
Akela	kenya	f	young chimps	30	09/11/2018	4	1	11	1	
Akela	kenya	f	young chimps	30	09/11/2018	4	1	12	0	
Akela	kenya	f	young chimps	30	10/11/2018	4	2	1	1	
Akela	kenya	f	young chimps	30	10/11/2018	4	2	2	0	
Akela	kenya	f	young chimps	30	10/11/2018	4	2	3	1	
Akela	kenya	f	young chimps	30	10/11/2018	4	2	4	1	
Akela	kenya	f	young chimps	30	10/11/2018	4	2	5	0	
Akela	kenya	f	young chimps	30	10/11/2018	4	2	6	1	
Akela	kenya	f	young chimps	30	10/11/2018	4	2	7	0	
Akela	kenya	f	young chimps	30	10/11/2018	4	2	8	0	
Akela	kenya	f	young chimps	30	10/11/2018	4	2	9	1	
Akela	kenya	f	young chimps	30	10/11/2018	4	2	10	1	
Akela	kenya	f	young chimps	30	10/11/2018	4	2	11	1	
Akela	kenya	f	young chimps	30	10/11/2018	4	2	12	0	
Joy	kenya	f	young chimps	14	09/11/2018	4	2	1	1	
Joy	kenya	f	young chimps	14	09/11/2018	4	2	2	1	
Joy	kenya	f	young chimps	14	09/11/2018	4	2	3	1	
Joy	kenya	f	young chimps	14	09/11/2018	4	2	4	1	
Joy	kenya	f	young chimps	14	09/11/2018	4	2	5	0	
Joy	kenya	f	young chimps	14	09/11/2018	4	2	6	1	
Joy	kenya	f	young chimps	14	09/11/2018	4	2	7	0	
Joy	kenya	f	young chimps	14	09/11/2018	4	2	8	0	
Joy	kenya	f	young chimps	14	09/11/2018	4	2	9	1	
Joy	kenya	f	young chimps	14	09/11/2018	4	2	10	0	
Joy	kenya	f	young chimps	14	09/11/2018	4	2	11	1	
Joy	kenya	f	young chimps	14	09/11/2018	4	2	12	1	
Dufatanya	kenya	f	young chimps	27	09/11/2018	4	2	1	1	
Dufatanya	kenya	f	young chimps	27	09/11/2018	4	2	2	0	
Dufatanya	kenya	f	young chimps	27	09/11/2018	4	2	3	0	
Dufatanya	kenya	f	young chimps	27	09/11/2018	4	2	4	0	
Dufatanya	kenya	f	young chimps	27	09/11/2018	4	2	5	1	
Dufatanya	kenya	f	young chimps	27	09/11/2018	4	2	6	0	
Dufatanya	kenya	f	young chimps	27	09/11/2018	4	2	7	1	
Dufatanya	kenya	f	young chimps	27	09/11/2018	4	2	8	1	
Dufatanya	kenya	f	young chimps	27	09/11/2018	4	2	9	1	
Dufatanya	kenya	f	young chimps	27	09/11/2018	4	2	10	0	
Dufatanya	kenya	f	young chimps	27	09/11/2018	4	2	11	1	
Dufatanya	kenya	f	young chimps	27	09/11/2018	4	2	12	0	
Bahati	kenya	f	young chimps	25	09/11/2018	4	2	1	0	
Bahati	kenya	f	young chimps	25	09/11/2018	4	2	2	1	
Bahati	kenya	f	young chimps	25	09/11/2018	4	2	3	0	
Bahati	kenya	f	young chimps	25	09/11/2018	4	2	4	0	
Bahati	kenya	f	young chimps	25	09/11/2018	4	2	5	0	
Bahati	kenya	f	young chimps	25	09/11/2018	4	2	6	0	
Bahati	kenya	f	young chimps	25	09/11/2018	4	2	7	0	
Bahati	kenya	f	young chimps	25	09/11/2018	4	2	8	1	
Bahati	kenya	f	young chimps	25	09/11/2018	4	2	9	0	
Bahati	kenya	f	young chimps	25	09/11/2018	4	2	10	1	
Bahati	kenya	f	young chimps	25	09/11/2018	4	2	11	0	
Bahati	kenya	f	young chimps	25	09/11/2018	4	2	12	1	
Niyonkuru	kenya	m	young chimps	28	09/11/2018	4	2	1	1	went often back to transparent cups she already had
Niyonkuru	kenya	m	young chimps	28	09/11/2018	4	2	2	0	
Niyonkuru	kenya	m	young chimps	28	09/11/2018	4	2	3	0	
Niyonkuru	kenya	m	young chimps	28	09/11/2018	4	2	4	1	
Niyonkuru	kenya	m	young chimps	28	09/11/2018	4	2	5	0	
Niyonkuru	kenya	m	young chimps	28	09/11/2018	4	2	6	1	
Niyonkuru	kenya	m	young chimps	28	09/11/2018	4	2	7	0	
Niyonkuru	kenya	m	young chimps	28	09/11/2018	4	2	8	1	
Niyonkuru	kenya	m	young chimps	28	09/11/2018	4	2	9	0	
Niyonkuru	kenya	m	young chimps	28	09/11/2018	4	2	10	1	
Niyonkuru	kenya	m	young chimps	28	09/11/2018	4	2	11	1	
Niyonkuru	kenya	m	young chimps	28	09/11/2018	4	2	12	0	
Kisa	kenya	m	young chimps	25	09/11/2018	4	1	1	1	
Kisa	kenya	m	young chimps	25	09/11/2018	4	1	2	0	
Kisa	kenya	m	young chimps	25	09/11/2018	4	1	3	1	
Kisa	kenya	m	young chimps	25	09/11/2018	4	1	4	0	
Kisa	kenya	m	young chimps	25	09/11/2018	4	1	5	0	
Kisa	kenya	m	young chimps	25	09/11/2018	4	1	6	1	
Kisa	kenya	m	young chimps	25	09/11/2018	4	1	7	1	
Kisa	kenya	m	young chimps	25	09/11/2018	4	1	8	0	
Kisa	kenya	m	young chimps	25	09/11/2018	4	1	9	1	
Kisa	kenya	m	young chimps	25	09/11/2018	4	1	10	0	
Kisa	kenya	m	young chimps	25	09/11/2018	4	1	11	0	
Kisa	kenya	m	young chimps	25	09/11/2018	4	1	12	1	
Kisa	kenya	m	young chimps	25	10/11/2018	4	2	1	1	
Kisa	kenya	m	young chimps	25	10/11/2018	4	2	2	1	
Kisa	kenya	m	young chimps	25	10/11/2018	4	2	3	1	
Kisa	kenya	m	young chimps	25	10/11/2018	4	2	4	0	
Kisa	kenya	m	young chimps	25	10/11/2018	4	2	5	0	
Kisa	kenya	m	young chimps	25	10/11/2018	4	2	6	1	
Kisa	kenya	m	young chimps	25	10/11/2018	4	2	7	1	
Kisa	kenya	m	young chimps	25	10/11/2018	4	2	8	1	
Kisa	kenya	m	young chimps	25	10/11/2018	4	2	9	1	
Kisa	kenya	m	young chimps	25	10/11/2018	4	2	10	0	
Kisa	kenya	m	young chimps	25	10/11/2018	4	2	11	1	
Kisa	kenya	m	young chimps	25	10/11/2018	4	2	12	1	
Asega	uganda	m	Uganda	21	14/10/2019	3	1	1	0	
Asega	uganda	m	Uganda	21	14/10/2019	3	1	2	1	
Asega	uganda	m	Uganda	21	14/10/2019	3	1	3	1	
Asega	uganda	m	Uganda	21	14/10/2019	3	1	4	1	
Asega	uganda	m	Uganda	21	14/10/2019	3	1	5	0	
Asega	uganda	m	Uganda	21	14/10/2019	3	1	6	1	
Asega	uganda	m	Uganda	21	14/10/2019	3	1	7	0	
Asega	uganda	m	Uganda	21	14/10/2019	3	1	8	0	
Asega	uganda	m	Uganda	21	14/10/2019	3	1	9	0	
Asega	uganda	m	Uganda	21	14/10/2019	3	1	10	1	
Asega	uganda	m	Uganda	21	14/10/2019	3	1	11	1	
Asega	uganda	m	Uganda	21	14/10/2019	3	1	12	1	
Medina	uganda	f	Uganda	12	15/10/2019	3	1	1	0	took this one already through bars from adjacent room
Medina	uganda	f	Uganda	12	15/10/2019	3	1	2	0	
Medina	uganda	f	Uganda	12	15/10/2019	3	1	3	1	
Medina	uganda	f	Uganda	12	15/10/2019	3	1	4	1	
Medina	uganda	f	Uganda	12	15/10/2019	3	1	5	1	
Medina	uganda	f	Uganda	12	15/10/2019	3	1	6	0	
Medina	uganda	f	Uganda	12	15/10/2019	3	1	7	0	
Medina	uganda	f	Uganda	12	15/10/2019	3	1	8	1	
Medina	uganda	f	Uganda	12	15/10/2019	3	1	9	1	
Medina	uganda	f	Uganda	12	15/10/2019	3	1	10	1	
Medina	uganda	f	Uganda	12	15/10/2019	3	1	11	0	
Medina	uganda	f	Uganda	12	15/10/2019	3	1	12	0	
Nakuu	uganda	f	Uganda	18	15/10/2019	3	1	1	0	
Nakuu	uganda	f	Uganda	18	15/10/2019	3	1	2	1	
Nakuu	uganda	f	Uganda	18	15/10/2019	3	1	3	1	
Nakuu	uganda	f	Uganda	18	15/10/2019	3	1	4	1	
Nakuu	uganda	f	Uganda	18	15/10/2019	3	1	5	0	
Nakuu	uganda	f	Uganda	18	15/10/2019	3	1	6	1	
Nakuu	uganda	f	Uganda	18	15/10/2019	3	1	7	1	
Nakuu	uganda	f	Uganda	18	15/10/2019	3	1	8	0	
Nakuu	uganda	f	Uganda	18	15/10/2019	3	1	9	0	
Nakuu	uganda	f	Uganda	18	15/10/2019	3	1	10	1	
Nakuu	uganda	f	Uganda	18	15/10/2019	3	1	11	1	
Nakuu	uganda	f	Uganda	18	15/10/2019	3	1	12	0	
Baluku	uganda	m	Uganda	21	15/10/2019	3	1	1	0	
Baluku	uganda	m	Uganda	21	15/10/2019	3	1	2	1	
Baluku	uganda	m	Uganda	21	15/10/2019	3	1	3	0	
Baluku	uganda	m	Uganda	21	15/10/2019	3	1	4	1	
Baluku	uganda	m	Uganda	21	15/10/2019	3	1	5	1	
Baluku	uganda	m	Uganda	21	15/10/2019	3	1	6	1	
Baluku	uganda	m	Uganda	21	15/10/2019	3	1	7	0	
Baluku	uganda	m	Uganda	21	15/10/2019	3	1	8	1	
Baluku	uganda	m	Uganda	21	15/10/2019	3	1	9	1	
Baluku	uganda	m	Uganda	21	15/10/2019	3	1	10	1	
Baluku	uganda	m	Uganda	21	15/10/2019	3	1	11	0	
Baluku	uganda	m	Uganda	21	15/10/2019	3	1	12	0	
Kidogo	uganda	f	Uganda	35	15/10/2019	3	1	1	1	
Kidogo	uganda	f	Uganda	35	15/10/2019	3	1	2	0	
Kidogo	uganda	f	Uganda	35	15/10/2019	3	1	3	0	
Kidogo	uganda	f	Uganda	35	15/10/2019	3	1	4	1	
Kidogo	uganda	f	Uganda	35	15/10/2019	3	1	5	1	
Kidogo	uganda	f	Uganda	35	15/10/2019	3	1	6	1	
Kidogo	uganda	f	Uganda	35	15/10/2019	3	1	7	0	
Kidogo	uganda	f	Uganda	35	15/10/2019	3	1	8	0	
Kidogo	uganda	f	Uganda	35	15/10/2019	3	1	9	0	
Kidogo	uganda	f	Uganda	35	15/10/2019	3	1	10	1	
Kidogo	uganda	f	Uganda	35	15/10/2019	3	1	11	1	
Kidogo	uganda	f	Uganda	35	15/10/2019	3	1	12	0	
Asega	uganda	m	Uganda	21	15/10/2019	4	2	1	1	
Asega	uganda	m	Uganda	21	15/10/2019	4	2	2	1	
Asega	uganda	m	Uganda	21	15/10/2019	4	2	3	1	
Asega	uganda	m	Uganda	21	15/10/2019	4	2	4	1	
Asega	uganda	m	Uganda	21	15/10/2019	4	2	5	1	
Asega	uganda	m	Uganda	21	15/10/2019	4	2	6	1	
Asega	uganda	m	Uganda	21	15/10/2019	4	2	7	1	
Asega	uganda	m	Uganda	21	15/10/2019	4	2	8	1	
Asega	uganda	m	Uganda	21	15/10/2019	4	2	9	1	
Asega	uganda	m	Uganda	21	15/10/2019	4	2	10	1	
Asega	uganda	m	Uganda	21	15/10/2019	4	2	11	1	
Asega	uganda	m	Uganda	21	15/10/2019	4	2	12	1	
Kisembo	uganda	m	Uganda	20	16/10/2019	3	1	1	0	
Kisembo	uganda	m	Uganda	20	16/10/2019	3	1	2	0	
Kisembo	uganda	m	Uganda	20	16/10/2019	3	1	3	1	
Kisembo	uganda	m	Uganda	20	16/10/2019	3	1	4	0	
Kisembo	uganda	m	Uganda	20	16/10/2019	3	1	5	0	
Kisembo	uganda	m	Uganda	20	16/10/2019	3	1	6	0	
Kisembo	uganda	m	Uganda	20	16/10/2019	3	1	7	0	
Kisembo	uganda	m	Uganda	20	16/10/2019	3	1	8	1	
Kisembo	uganda	m	Uganda	20	16/10/2019	3	1	9	1	
Kisembo	uganda	m	Uganda	20	16/10/2019	3	1	10	1	
Kisembo	uganda	m	Uganda	20	16/10/2019	3	1	11	0	
Kisembo	uganda	m	Uganda	20	16/10/2019	3	1	12	1	
Indi	uganda	m	Uganda	19	16/10/2019	3	1	1	0	
Indi	uganda	m	Uganda	19	16/10/2019	3	1	2	1	
Indi	uganda	m	Uganda	19	16/10/2019	3	1	3	1	
Indi	uganda	m	Uganda	19	16/10/2019	3	1	4	1	
Indi	uganda	m	Uganda	19	16/10/2019	3	1	5	1	
Indi	uganda	m	Uganda	19	16/10/2019	3	1	6	0	
Indi	uganda	m	Uganda	19	16/10/2019	3	1	7	0	
Indi	uganda	m	Uganda	19	16/10/2019	3	1	8	0	
Indi	uganda	m	Uganda	19	16/10/2019	3	1	9	1	
Indi	uganda	m	Uganda	19	16/10/2019	3	1	10	0	
Indi	uganda	m	Uganda	19	16/10/2019	3	1	11	0	
Indi	uganda	m	Uganda	19	16/10/2019	3	1	12	0	
Pasa	uganda	f	Uganda	19	16/10/2019	3	1	1	0	
Pasa	uganda	f	Uganda	19	16/10/2019	3	1	2	1	
Pasa	uganda	f	Uganda	19	16/10/2019	3	1	3	0	
Pasa	uganda	f	Uganda	19	16/10/2019	3	1	4	0	
Pasa	uganda	f	Uganda	19	16/10/2019	3	1	5	0	
Pasa	uganda	f	Uganda	19	16/10/2019	3	1	6	1	
Pasa	uganda	f	Uganda	19	16/10/2019	3	1	7	1	
Pasa	uganda	f	Uganda	19	16/10/2019	3	1	8	0	10min are over
Pasa	uganda	f	Uganda	19	16/10/2019	3	1	9		
Pasa	uganda	f	Uganda	19	16/10/2019	3	1	10		
Pasa	uganda	f	Uganda	19	16/10/2019	3	1	11		
Pasa	uganda	f	Uganda	19	16/10/2019	3	1	12		
Baluku	uganda	m	Uganda	21	16/10/2019	3	2	1	1	
Baluku	uganda	m	Uganda	21	16/10/2019	3	2	2	1	8 to 10 s in cam 02 video - hovering over transparent
Baluku	uganda	m	Uganda	21	16/10/2019	3	2	3	1	
Baluku	uganda	m	Uganda	21	16/10/2019	3	2	4	1	
Baluku	uganda	m	Uganda	21	16/10/2019	3	2	5	1	
Baluku	uganda	m	Uganda	21	16/10/2019	3	2	6	1	
Baluku	uganda	m	Uganda	21	16/10/2019	3	2	7	1	
Baluku	uganda	m	Uganda	21	16/10/2019	3	2	8	1	
Baluku	uganda	m	Uganda	21	16/10/2019	3	2	9	1	
Baluku	uganda	m	Uganda	21	16/10/2019	3	2	10	1	
Baluku	uganda	m	Uganda	21	16/10/2019	3	2	11	1	
Baluku	uganda	m	Uganda	21	16/10/2019	3	2	12	1	
