Subject	Site	Sex	Species	Age	Date	Day	Session	trial_number	Condition	P1_baited	P2_baited	Choice_P1	Correct_P1	Choice_P2	Correct_P2	count_mistakes	Comment
Pasa	uganda	f	Uganda	19	19/10/2019	6	1	1	warm-up	2		4	0				
Pasa	uganda	f	Uganda	19	19/10/2019	6	1	2	warm-up	4		4	1				
Pasa	uganda	f	Uganda	19	19/10/2019	6	1	1	test	3	2	2	0	1	0	2	
Pasa	uganda	f	Uganda	19	19/10/2019	6	1	2	test	4	3	3	0	3	1	1	
Pasa	uganda	f	Uganda	19	19/10/2019	6	1	3	test	1	4	1	1	4	1	0	
Pasa	uganda	f	Uganda	19	19/10/2019	6	1	4	test	2	1	1	0	4	0	2	
Pasa	uganda	f	Uganda	19	19/10/2019	6	1	5	test	4	2	3	0	4	0	2	
Pasa	uganda	f	Uganda	19	19/10/2019	6	1	6	test	1	1	1	1	2	0	1	
Pasa	uganda	f	Uganda	19	19/10/2019	6	1	7	test	3	4	2	0	4	1	1	
Pasa	uganda	f	Uganda	19	19/10/2019	6	1	8	test	2	3	2	1	4	0	1	
Sally	uganda	f	Uganda	28	09/11/2019	6	1	1	warm-up	2		1	0				
Sally	uganda	f	Uganda	28	09/11/2019	6	1	2	warm-up	4		3	0				
Sally	uganda	f	Uganda	28	09/11/2019	6	1	1	test	3	2	4	0	2	1	1	
Sally	uganda	f	Uganda	28	09/11/2019	6	1	2	test	4	3	4	1	3	1	0	
Sally	uganda	f	Uganda	28	09/11/2019	6	1	3	test	1	4	2	0	4	1	1	
Sally	uganda	f	Uganda	28	09/11/2019	6	1	4	test	2	1	3	0	1	1	1	
Sally	uganda	f	Uganda	28	09/11/2019	6	1	5	test	4	2	3	0	1	0	2	
Sally	uganda	f	Uganda	28	09/11/2019	6	1	6	test	1	1	3	0	2	0	2	
Sally	uganda	f	Uganda	28	09/11/2019	6	1	7	test	3	4	1	0	2	0	2	
Sally	uganda	f	Uganda	28	09/11/2019	6	1	8	test	2	3	2	1	3	1	0	no toilet paper in box 1 on table 1
Becky	uganda	f	Uganda	28	09/11/2019	6	1	1	warm-up	2		2	1				
Becky	uganda	f	Uganda	28	09/11/2019	6	1	2	warm-up	4		4	1				
Becky	uganda	f	Uganda	28	09/11/2019	6	1	1	test	3	2	3	1	4	0	1	
Becky	uganda	f	Uganda	28	09/11/2019	6	1	2	test	4	3	1	0	3	1	1	
Becky	uganda	f	Uganda	28	09/11/2019	6	1	3	test	1	4	2	0	4	1	1	
Becky	uganda	f	Uganda	28	09/11/2019	6	1	4	test	2	1	3	0	4	0	2	
Becky	uganda	f	Uganda	28	09/11/2019	6	1	5	test	4	2	4	1	4	0	1	
Becky	uganda	f	Uganda	28	09/11/2019	6	1	6	test	1	1	2	0	4	0	2	
Becky	uganda	f	Uganda	28	09/11/2019	6	1	7	test	3	4	2	0	4	1	1	
Becky	uganda	f	Uganda	28	09/11/2019	6	1	8	test	2	3	2	1	4	0	1	
Namukisa	uganda	f	Uganda	21	09/11/2019	6	1	1	warm-up	2		3	0				
Namukisa	uganda	f	Uganda	21	09/11/2019	6	1	2	warm-up	4		4	1				
Namukisa	uganda	f	Uganda	21	09/11/2019	6	1	1	test	3	2	3	1	2	1	0	
Namukisa	uganda	f	Uganda	21	09/11/2019	6	1	2	test	4	3	4	1	3	1	0	
Namukisa	uganda	f	Uganda	21	09/11/2019	6	1	3	test	1	4	2	0	3	0	2	
Namukisa	uganda	f	Uganda	21	09/11/2019	6	1	4	test	2	1	4	0	2	0	2	
Namukisa	uganda	f	Uganda	21	09/11/2019	6	1	5	test	4	2	3	0	2	1	1	
Namukisa	uganda	f	Uganda	21	09/11/2019	6	1	6	test	1	1	1	1	3	0	1	
Namukisa	uganda	f	Uganda	21	09/11/2019	6	1	7	test	3	4	3	1	3	0	1	
Namukisa	uganda	f	Uganda	21	09/11/2019	6	1	8	test	2	3	2	1	3	1	0	
Tumbo	uganda	m	Uganda	30	10/11/2019	6	1	1	warm-up	2		2	1				
Tumbo	uganda	m	Uganda	30	10/11/2019	6	1	2	warm-up	4		4	1				
Tumbo	uganda	m	Uganda	30	10/11/2019	6	1	1	test	3	2	4	0	2	1	1	
Tumbo	uganda	m	Uganda	30	10/11/2019	6	1	2	test	4	3	4	1	1	0	1	
Tumbo	uganda	m	Uganda	30	10/11/2019	6	1	3	test	1	4	4	0	1	0	2	
Tumbo	uganda	m	Uganda	30	10/11/2019	6	1	4	test	2	1	4	0	1	1	1	
Tumbo	uganda	m	Uganda	30	10/11/2019	6	1	5	test	4	2	4	1	4	0	1	
Tumbo	uganda	m	Uganda	30	10/11/2019	6	1	6	test	1	1	4	0	1	1	1	
Tumbo	uganda	m	Uganda	30	10/11/2019	6	1	7	test	3	4	4	0	3	0	2	
Tumbo	uganda	m	Uganda	30	10/11/2019	6	1	8	test	2	3	4	0	2	0	2	
Kalema	uganda	m	Uganda	23	10/11/2019	6	1	1	warm-up	2		4	0				
Kalema	uganda	m	Uganda	23	10/11/2019	6	1	2	warm-up	4		4	1				
Kalema	uganda	m	Uganda	23	10/11/2019	6	1	1	test	3	2	3	1	1	0	1	
Kalema	uganda	m	Uganda	23	10/11/2019	6	1	2	test	4	3	4	1	4	0	1	
Kalema	uganda	m	Uganda	23	10/11/2019	6	1	3	test	1	4	4	0	4	1	1	
Kalema	uganda	m	Uganda	23	10/11/2019	6	1	4	test	2	1	4	0	3	0	2	
Kalema	uganda	m	Uganda	23	10/11/2019	6	1	5	test	4	2	4	1	3	0	1	
Kalema	uganda	m	Uganda	23	10/11/2019	6	1	6	test	1	1	3	0	3	0	2	
Kalema	uganda	m	Uganda	23	10/11/2019	6	1	7	test	3	4	3	1	3	0	1	
Kalema	uganda	m	Uganda	23	10/11/2019	6	1	8	test	2	3	3	0	3	1	1	
Rambo	uganda	m	Uganda	15	10/11/2019	6	1	1	warm-up	2		3	0				
Rambo	uganda	m	Uganda	15	10/11/2019	6	1	2	warm-up	4		4	1				
Rambo	uganda	m	Uganda	15	10/11/2019	6	1	1	test	3	2	4	0	4	0	2	
Rambo	uganda	m	Uganda	15	10/11/2019	6	1	2	test	4	3	4	1	3	1	0	
Rambo	uganda	m	Uganda	15	10/11/2019	6	1	3	test	1	4	4	0	3	0	2	
Rambo	uganda	m	Uganda	15	10/11/2019	6	1	4	test	2	1	2	1	2	0	1	
Rambo	uganda	m	Uganda	15	10/11/2019	6	1	5	test	4	2	4	1	2	1	0	
Rambo	uganda	m	Uganda	15	10/11/2019	6	1	6	test	1	1	1	1	2	0	1	
Rambo	uganda	m	Uganda	15	10/11/2019	6	1	7	test	3	4	3	1	4	1	0	
Rambo	uganda	m	Uganda	15	10/11/2019	6	1	8	test	2	3	2	1	2	0	1	
Cocoa	uganda	f	Uganda	12	10/11/2019	6	1	1	warm-up	2		2	1				
Cocoa	uganda	f	Uganda	12	10/11/2019	6	1	2	warm-up	4		4	1				
Cocoa	uganda	f	Uganda	12	10/11/2019	6	1	1	test	3	2	4	0	4	0	2	
Cocoa	uganda	f	Uganda	12	10/11/2019	6	1	2	test	4	3	4	1	4	0	1	
Cocoa	uganda	f	Uganda	12	10/11/2019	6	1	3	test	1	4	4	0	4	1	1	
Cocoa	uganda	f	Uganda	12	10/11/2019	6	1	4	test	2	1	3	0	4	0	2	
Cocoa	uganda	f	Uganda	12	10/11/2019	6	1	5	test	4	2	3	0	2	1	1	
Cocoa	uganda	f	Uganda	12	10/11/2019	6	1	6	test	1	1	1	1	2	0	1	
Cocoa	uganda	f	Uganda	12	10/11/2019	6	1	7	test	3	4	4	0	4	1	1	
Cocoa	uganda	f	Uganda	12	10/11/2019	6	1	8	test	2	3	4	0	3	1	1	
Nkuumwa	uganda	f	Uganda	23	14/11/2019	6	1	1	warm-up	2		4	0				
Nkuumwa	uganda	f	Uganda	23	14/11/2019	6	1	2	warm-up	4		4	1				
Nkuumwa	uganda	f	Uganda	23	14/11/2019	6	1	1	test	3	2	4	0	3	0	2	
Nkuumwa	uganda	f	Uganda	23	14/11/2019	6	1	2	test	4	3	4	1	2	0	1	
Nkuumwa	uganda	f	Uganda	23	14/11/2019	6	1	3	test	1	4	1	1	3	0	1	
Nkuumwa	uganda	f	Uganda	23	14/11/2019	6	1	4	test	2	1	1	0	1	1	1	
Nkuumwa	uganda	f	Uganda	23	14/11/2019	6	1	5	test	4	2	4	1	2	1	0	
Nkuumwa	uganda	f	Uganda	23	14/11/2019	6	1	6	test	1	1	1	1	1	1	0	
Nkuumwa	uganda	f	Uganda	23	14/11/2019	6	1	7	test	3	4	4	0	4	1	1	
Nkuumwa	uganda	f	Uganda	23	14/11/2019	6	1	8	test	2	3	1	0	4	0	2	
Bwambale	uganda	m	Uganda	23	29/11/2019	6	1	1	warm-up	2		2	1				
Bwambale	uganda	m	Uganda	23	29/11/2019	6	1	2	warm-up	4		4	1				
Bwambale	uganda	m	Uganda	23	29/11/2019	6	1	1	test	3	2	4	0	2	1	1	
Bwambale	uganda	m	Uganda	23	29/11/2019	6	1	2	test	4	3	4	1	3	1	0	
Bwambale	uganda	m	Uganda	23	29/11/2019	6	1	3	test	1	4	1	1	4	1	0	
Bwambale	uganda	m	Uganda	23	29/11/2019	6	1	4	test	2	1	2	1	1	1	0	
Bwambale	uganda	m	Uganda	23	29/11/2019	6	1	5	test	4	2	4	1	1	0	1	
Bwambale	uganda	m	Uganda	23	29/11/2019	6	1	6	test	1	1	1	1	2	0	1	
Bwambale	uganda	m	Uganda	23	29/11/2019	6	1	7	test	3	4	1	0	4	1	1	
Bwambale	uganda	m	Uganda	23	29/11/2019	6	1	8	test	2	3	1	0	4	0	2	
Nani	uganda	f	Uganda	18	01/12/2019	6	1	1	warm-up	2		4	0				
Nani	uganda	f	Uganda	18	01/12/2019	6	1	2	warm-up	4		4	1				
Nani	uganda	f	Uganda	18	01/12/2019	6	1	1	test	3	2	3	1	4	0	1	
Nani	uganda	f	Uganda	18	01/12/2019	6	1	2	test	4	3	2	0	4	0	2	
Nani	uganda	f	Uganda	18	01/12/2019	6	1	3	test	1	4	3	0	1	0	2	
Nani	uganda	f	Uganda	18	01/12/2019	6	1	4	test	2	1	3	0	4	0	2	
Nani	uganda	f	Uganda	18	01/12/2019	6	1	5	test	4	2	4	1	1	0	1	
Nani	uganda	f	Uganda	18	01/12/2019	6	1	6	test	1	1	1	1	4	0	1	
Nani	uganda	f	Uganda	18	01/12/2019	6	1	7	test	3	4	3	1	4	1	0	
Nani	uganda	f	Uganda	18	01/12/2019	6	1	8	test	2	3	2	1	3	1	0	
Yoyo	uganda	f	Uganda	20	01/12/2019	6	1	1	warm-up	2		2	1				
Yoyo	uganda	f	Uganda	20	01/12/2019	6	1	2	warm-up	4		4	1				
Yoyo	uganda	f	Uganda	20	01/12/2019	6	1	1	test	3	2	2	0	2	1	1	
Yoyo	uganda	f	Uganda	20	01/12/2019	6	1	2	test	4	3	4	1	3	1	0	
Yoyo	uganda	f	Uganda	20	01/12/2019	6	1	3	test	1	4	3	0	3	0	2	
Yoyo	uganda	f	Uganda	20	01/12/2019	6	1	4	test	2	1	3	0	3	0	2	
Yoyo	uganda	f	Uganda	20	01/12/2019	6	1	5	test	4	2	2	0	2	1	1	
Yoyo	uganda	f	Uganda	20	01/12/2019	6	1	6	test	1	1	3	0	2	0	2	
Yoyo	uganda	f	Uganda	20	01/12/2019	6	1	7	test	3	4	3	1	1	0	1	
Yoyo	uganda	f	Uganda	20	01/12/2019	6	1	8	test	2	3	4	0	1	0	2	
Mawa	uganda	m	Uganda	23	02/12/2019	6	1	1	warm-up	2		4	0				
Mawa	uganda	m	Uganda	23	02/12/2019	6	1	2	warm-up	4		4	1				
Mawa	uganda	m	Uganda	23	02/12/2019	6	1	1	test	3	2	4	0	1	0	2	
Mawa	uganda	m	Uganda	23	02/12/2019	6	1	2	test	4	3	4	1	1	0	1	
Mawa	uganda	m	Uganda	23	02/12/2019	6	1	3	test	1	4	4	0	1	0	2	
Mawa	uganda	m	Uganda	23	02/12/2019	6	1	4	test	2	1	2	1	4	0	1	
Mawa	uganda	m	Uganda	23	02/12/2019	6	1	5	test	4	2	4	1	1	0	1	
Mawa	uganda	m	Uganda	23	02/12/2019	6	1	6	test	1	1	4	0	1	1	1	
Mawa	uganda	m	Uganda	23	02/12/2019	6	1	7	test	3	4	4	0	1	0	2	
Mawa	uganda	m	Uganda	23	02/12/2019	6	1	8	test	2	3	4	0	2	0	2	
Sara	uganda	f	Uganda	9	01/12/2019	6	1	1	warm-up	2		3	0				
Sara	uganda	f	Uganda	9	01/12/2019	6	1	2	warm-up	4		4	1				
Sara	uganda	f	Uganda	9	01/12/2019	6	1	1	test	3	2	4	0	2	1	1	
Sara	uganda	f	Uganda	9	01/12/2019	6	1	2	test	4	3	3	0	2	0	2	
Sara	uganda	f	Uganda	9	02/12/2019	6	2	3	test	1	4	4	0	1	0	2	
Sara	uganda	f	Uganda	9	02/12/2019	6	2	4	test	2	1	2	1	2	0	1	
Sara	uganda	f	Uganda	9	02/12/2019	6	2	5	test	4	2	4	1	1	0	1	
Sara	uganda	f	Uganda	9	02/12/2019	6	2	6	test	1	1	3	0	1	1	1	
Sara	uganda	f	Uganda	9	02/12/2019	6	2	7	test	3	4	4	0	1	0	2	
Sara	uganda	f	Uganda	9	02/12/2019	6	2	8	test	2	3	4	0	3	1	1	
Umugenzi	uganda	m	Uganda	22	02/12/2019	6	1	1	warm-up	2		2	1				
Umugenzi	uganda	m	Uganda	22	02/12/2019	6	1	2	warm-up	4		4	1				
Umugenzi	uganda	m	Uganda	22	02/12/2019	6	1	1	test	3	2	2	0	1	0	2	
Umugenzi	uganda	m	Uganda	22	02/12/2019	6	1	2	test	4	3	3	0	2	0	2	
Umugenzi	uganda	m	Uganda	22	02/12/2019	6	1	3	test	1	4	1	1	4	1	0	
Umugenzi	uganda	m	Uganda	22	02/12/2019	6	1	4	test	2	1	1	0	1	1	1	
Umugenzi	uganda	m	Uganda	22	02/12/2019	6	1	5	test	4	2	4	1	2	1	0	
Umugenzi	uganda	m	Uganda	22	02/12/2019	6	1	6	test	1	1	1	1	1	1	0	
Umugenzi	uganda	m	Uganda	22	02/12/2019	6	1	7	test	3	4	2	0	1	0	2	
Umugenzi	uganda	m	Uganda	22	02/12/2019	6	1	8	test	2	3	2	1	2	0	1	
Umutama	uganda	m	Uganda	23	02/12/2019	6	1	1	warm-up	2		1	0				
Umutama	uganda	m	Uganda	23	02/12/2019	6	1	2	warm-up	4		3	0				repeated as toilet paper fell out of 3 
Umutama	uganda	m	Uganda	23	02/12/2019	6	1	1	test	3	2	3	1	1	0	1	
Umutama	uganda	m	Uganda	23	02/12/2019	6	1	2	test	4	3	4	1	1	0	1	
Umutama	uganda	m	Uganda	23	02/12/2019	6	1	3	test	1	4	3	0	2	0	2	
Umutama	uganda	m	Uganda	23	02/12/2019	6	1	4	test	2	1	3	0	1	1	1	
Umutama	uganda	m	Uganda	23	02/12/2019	6	1	5	test	4	2	4	1	1	0	1	
Umutama	uganda	m	Uganda	23	02/12/2019	6	1	6	test	1	1	3	0	1	1	1	
Umutama	uganda	m	Uganda	23	02/12/2019	6	1	7	test	3	4	2	0	1	0	2	
Umutama	uganda	m	Uganda	23	02/12/2019	6	1	8	test	2	3	2	1	1	0	1	
Okech	uganda	m	Uganda	20	02/12/2019	6	1	1	warm-up	2		2	1				
Okech	uganda	m	Uganda	20	02/12/2019	6	1	2	warm-up	4		4	1				
Okech	uganda	m	Uganda	20	02/12/2019	6	1	1	test	3	2	3	1	2	1	0	
Okech	uganda	m	Uganda	20	02/12/2019	6	1	2	test	4	3	3	0	2	0	2	
Okech	uganda	m	Uganda	20	02/12/2019	6	1	3	test	1	4	1	1	4	1	0	
Okech	uganda	m	Uganda	20	02/12/2019	6	1	4	test	2	1	3	0	4	0	2	
Okech	uganda	m	Uganda	20	02/12/2019	6	1	5	test	4	2	3	0	4	0	2	there was apple in the 4th box on platform 2
Okech	uganda	m	Uganda	20	02/12/2019	6	1	6	test	1	1	1	1	1	1	0	
Okech	uganda	m	Uganda	20	02/12/2019	6	1	7	test	3	4	3	1	4	1	0	
Okech	uganda	m	Uganda	20	02/12/2019	6	1	8	test	2	3	1	0	1	0	2	
Bili	uganda	f	Uganda	21	04/12/2019	6	1	1	warm-up	2		2	1				
Bili	uganda	f	Uganda	21	04/12/2019	6	1	2	warm-up	4		3	0				
Bili	uganda	f	Uganda	21	04/12/2019	6	1	1	test	3	2	3	1	4	0	1	
Bili	uganda	f	Uganda	21	04/12/2019	6	1	2	test	4	3	2	0	4	0	2	
Bili	uganda	f	Uganda	21	04/12/2019	6	1	3	test	1	4	2	0	4	1	1	
Bili	uganda	f	Uganda	21	04/12/2019	6	1	4	test	2	1	3	0	1	1	1	
Bili	uganda	f	Uganda	21	04/12/2019	6	1	5	test	4	2	3	0	4	0	2	
Bili	uganda	f	Uganda	21	04/12/2019	6	1	6	test	1	1	2	0	1	1	1	
Bili	uganda	f	Uganda	21	04/12/2019	6	1	7	test	3	4	3	1	4	1	0	
Bili	uganda	f	Uganda	21	04/12/2019	6	1	8	test	2	3	2	1	2	0	1	
