Subject,Site,Sex,Group,Age,Date,Day,Session,trial_number,Side,baited_Distractor,chose_side,correct,Comment,correct_check,side_change,box_change,dopple_change,chosen_distractor
Roy,kenya,m,young chimps,11,09/10/2018,4,2,1,l,green,l,1,,1,,,,green
Roy,kenya,m,young chimps,11,09/10/2018,4,2,2,r,green,r,1,,1,yes,no,no,green
Roy,kenya,m,young chimps,11,09/10/2018,4,2,3,l,heart,l,1,,1,yes,yes,yes,heart
Roy,kenya,m,young chimps,11,09/10/2018,4,2,4,r,heart,l,0,,0,yes,no,no,green
Roy,kenya,m,young chimps,11,09/10/2018,4,2,5,r,heart,l,0,,0,no,no,no,green
Roy,kenya,m,young chimps,11,09/10/2018,4,2,6,l,heart,l,1,,1,yes,no,no,heart
Roy,kenya,m,young chimps,11,09/10/2018,4,2,7,r,green,r,1,,1,yes,yes,yes,green
Roy,kenya,m,young chimps,11,09/10/2018,4,2,8,l,green,l,1,,1,yes,no,no,green
Roy,kenya,m,young chimps,11,09/10/2018,4,2,9,r,green,r,1,,1,yes,no,no,green
Roy,kenya,m,young chimps,11,09/10/2018,4,2,10,l,heart,r,0,,0,yes,yes,yes,green
Roy,kenya,m,young chimps,11,09/10/2018,4,2,11,l,green,l,1,,1,no,yes,no,green
Roy,kenya,m,young chimps,11,09/10/2018,4,2,12,r,heart,l,0,,0,yes,yes,yes,green
Roy,kenya,m,young chimps,11,09/10/2018,4,2,13,r,green,r,1,,1,no,yes,no,green
Roy,kenya,m,young chimps,11,09/10/2018,4,2,14,l,heart,l,1,,1,yes,yes,yes,heart
Roy,kenya,m,young chimps,11,09/10/2018,4,2,15,l,green,l,1,,1,no,yes,no,green
Roy,kenya,m,young chimps,11,09/10/2018,4,2,16,r,heart,r,1,,1,yes,yes,yes,heart
Roy,kenya,m,young chimps,11,09/10/2018,4,2,17,r,green,r,1,,1,no,yes,no,green
Roy,kenya,m,young chimps,11,09/10/2018,4,2,18,l,heart,l,1,,1,yes,yes,yes,heart
Roy,kenya,m,young chimps,11,09/10/2018,4,2,19,l,green,r,0,,0,no,yes,no,heart
Roy,kenya,m,young chimps,11,09/10/2018,4,2,20,r,heart,r,1,,1,yes,yes,yes,heart
Roy,kenya,m,young chimps,11,09/10/2018,4,2,21,r,heart,r,1,,1,no,no,no,heart
Roy,kenya,m,young chimps,11,09/10/2018,4,2,22,l,green,r,0,,0,yes,yes,yes,heart
Roy,kenya,m,young chimps,11,09/10/2018,4,2,23,r,green,r,1,,1,yes,no,no,green
Roy,kenya,m,young chimps,11,09/10/2018,4,2,24,l,heart,l,1,,1,yes,yes,yes,heart
Cheetah,kenya,f,old chimps,31,16/10/2018,4,2,1,l,green,r,0,,0,,,,heart
Cheetah,kenya,f,old chimps,31,16/10/2018,4,2,2,r,green,r,1,,1,yes,no,no,green
Cheetah,kenya,f,old chimps,31,16/10/2018,4,2,3,l,heart,r,0,,0,yes,yes,yes,green
Cheetah,kenya,f,old chimps,31,16/10/2018,4,2,4,r,heart,r,1,,1,yes,no,no,heart
Cheetah,kenya,f,old chimps,31,16/10/2018,4,2,5,r,heart,r,1,,1,no,no,no,heart
Cheetah,kenya,f,old chimps,31,16/10/2018,4,2,6,l,heart,r,0,,0,yes,no,no,green
Cheetah,kenya,f,old chimps,31,16/10/2018,4,2,7,r,green,r,1,,1,yes,yes,yes,green
Cheetah,kenya,f,old chimps,31,16/10/2018,4,2,8,l,green,r,0,,0,yes,no,no,heart
Cheetah,kenya,f,old chimps,31,16/10/2018,4,2,9,r,green,r,1,,1,yes,no,no,green
Cheetah,kenya,f,old chimps,31,16/10/2018,4,2,10,l,heart,r,0,,0,yes,yes,yes,green
Cheetah,kenya,f,old chimps,31,16/10/2018,4,2,11,l,green,r,0,,0,no,yes,no,heart
Cheetah,kenya,f,old chimps,31,16/10/2018,4,2,12,r,heart,r,1,,1,yes,yes,yes,heart
Cheetah,kenya,f,old chimps,31,16/10/2018,4,2,13,r,green,r,1,,1,no,yes,no,green
Cheetah,kenya,f,old chimps,31,16/10/2018,4,2,14,l,heart,r,0,,0,yes,yes,yes,green
Cheetah,kenya,f,old chimps,31,16/10/2018,4,2,15,l,green,r,0,,0,no,yes,no,heart
Cheetah,kenya,f,old chimps,31,16/10/2018,4,2,16,r,heart,r,1,,1,yes,yes,yes,heart
Cheetah,kenya,f,old chimps,31,16/10/2018,4,2,17,r,green,r,1,,1,no,yes,no,green
Cheetah,kenya,f,old chimps,31,16/10/2018,4,2,18,l,heart,r,0,,0,yes,yes,yes,green
Cheetah,kenya,f,old chimps,31,16/10/2018,4,2,19,l,green,r,0,,0,no,yes,no,heart
Cheetah,kenya,f,old chimps,31,16/10/2018,4,2,20,r,heart,r,1,,1,yes,yes,yes,heart
Cheetah,kenya,f,old chimps,31,16/10/2018,4,2,21,r,heart,r,1,,1,no,no,no,heart
Cheetah,kenya,f,old chimps,31,16/10/2018,4,2,22,l,green,r,0,,0,yes,yes,yes,heart
Cheetah,kenya,f,old chimps,31,16/10/2018,4,2,23,r,green,r,1,,1,yes,no,no,green
Cheetah,kenya,f,old chimps,31,16/10/2018,4,2,24,l,heart,r,0,,0,yes,yes,yes,green
Zee,kenya,m,old chimps,18,16/10/2018,4,2,1,l,green,r,0,,0,,,,heart
Zee,kenya,m,old chimps,18,16/10/2018,4,2,2,r,green,l,0,,0,yes,no,no,heart
Zee,kenya,m,old chimps,18,16/10/2018,4,2,3,l,heart,r,0,,0,yes,yes,yes,green
Zee,kenya,m,old chimps,18,16/10/2018,4,2,4,r,heart,l,0,,0,yes,no,no,green
Zee,kenya,m,old chimps,18,16/10/2018,4,2,5,r,heart,r,1,,1,no,no,no,heart
Zee,kenya,m,old chimps,18,16/10/2018,4,2,6,l,heart,r,0,,0,yes,no,no,green
Zee,kenya,m,old chimps,18,16/10/2018,4,2,7,r,green,l,0,,0,yes,yes,yes,heart
Zee,kenya,m,old chimps,18,16/10/2018,4,2,8,l,green,l,1,,1,yes,no,no,green
Zee,kenya,m,old chimps,18,16/10/2018,4,2,9,r,green,l,0,,0,yes,no,no,heart
Zee,kenya,m,old chimps,18,16/10/2018,4,2,10,l,heart,l,1,,1,yes,yes,yes,heart
Zee,kenya,m,old chimps,18,16/10/2018,4,2,11,l,green,l,1,,1,no,yes,no,green
Zee,kenya,m,old chimps,18,16/10/2018,4,2,12,r,heart,l,0,,0,yes,yes,yes,green
Zee,kenya,m,old chimps,18,16/10/2018,4,2,13,r,green,l,0,,0,no,yes,no,heart
Zee,kenya,m,old chimps,18,16/10/2018,4,2,14,l,heart,l,1,,1,yes,yes,yes,heart
Zee,kenya,m,old chimps,18,16/10/2018,4,2,15,l,green,l,1,,1,no,yes,no,green
Zee,kenya,m,old chimps,18,16/10/2018,4,2,16,r,heart,l,0,,0,yes,yes,yes,green
Zee,kenya,m,old chimps,18,16/10/2018,4,2,17,r,green,r,1,,1,no,yes,no,green
Zee,kenya,m,old chimps,18,16/10/2018,4,2,18,l,heart,l,1,,1,yes,yes,yes,heart
Zee,kenya,m,old chimps,18,16/10/2018,4,2,19,l,green,l,1,,1,no,yes,no,green
Zee,kenya,m,old chimps,18,16/10/2018,4,2,20,r,heart,l,0,,0,yes,yes,yes,green
Zee,kenya,m,old chimps,18,16/10/2018,4,2,21,r,heart,l,0,,0,no,no,no,green
Zee,kenya,m,old chimps,18,16/10/2018,4,2,22,l,green,l,1,,1,yes,yes,yes,green
Zee,kenya,m,old chimps,18,16/10/2018,4,2,23,r,green,l,0,,0,yes,no,no,heart
Zee,kenya,m,old chimps,18,16/10/2018,4,2,24,l,heart,l,1,,1,yes,yes,yes,heart
Alley,kenya,f,old chimps,31,14/11/2018,4,2,1,l,green,l,1,,1,,,,green
Alley,kenya,f,old chimps,31,14/11/2018,4,2,2,r,green,r,1,,1,yes,no,no,green
Alley,kenya,f,old chimps,31,14/11/2018,4,2,3,l,heart,r,0,,0,yes,yes,yes,green
Alley,kenya,f,old chimps,31,14/11/2018,4,2,4,r,heart,l,0,,0,yes,no,no,green
Alley,kenya,f,old chimps,31,14/11/2018,4,2,5,r,heart,r,1,,1,no,no,no,heart
Alley,kenya,f,old chimps,31,14/11/2018,4,2,6,l,heart,r,0,,0,yes,no,no,green
Alley,kenya,f,old chimps,31,14/11/2018,4,2,7,r,green,l,0,,0,yes,yes,yes,heart
Alley,kenya,f,old chimps,31,14/11/2018,4,2,8,l,green,l,1,,1,yes,no,no,green
Alley,kenya,f,old chimps,31,14/11/2018,4,2,9,r,green,l,0,,0,yes,no,no,heart
Alley,kenya,f,old chimps,31,14/11/2018,4,2,10,l,heart,r,0,,0,yes,yes,yes,green
Alley,kenya,f,old chimps,31,14/11/2018,4,2,11,l,green,l,1,,1,no,yes,no,green
Alley,kenya,f,old chimps,31,14/11/2018,4,2,12,r,heart,l,0,,0,yes,yes,yes,green
Alley,kenya,f,old chimps,31,14/11/2018,4,2,13,r,green,r,1,,1,no,yes,no,green
Alley,kenya,f,old chimps,31,14/11/2018,4,2,14,l,heart,r,0,,0,yes,yes,yes,green
Alley,kenya,f,old chimps,31,14/11/2018,4,2,15,l,green,l,1,,1,no,yes,no,green
Alley,kenya,f,old chimps,31,14/11/2018,4,2,16,r,heart,r,1,,1,yes,yes,yes,heart
Alley,kenya,f,old chimps,31,14/11/2018,4,2,17,r,green,r,1,,1,no,yes,no,green
Alley,kenya,f,old chimps,31,14/11/2018,4,2,18,l,heart,r,0,,0,yes,yes,yes,green
Alley,kenya,f,old chimps,31,14/11/2018,4,2,19,l,green,l,1,,1,no,yes,no,green
Alley,kenya,f,old chimps,31,14/11/2018,4,2,20,r,heart,l,0,,0,yes,yes,yes,green
Alley,kenya,f,old chimps,31,14/11/2018,4,2,21,r,heart,r,1,,1,no,no,no,heart
Alley,kenya,f,old chimps,31,14/11/2018,4,2,22,l,green,l,1,,1,yes,yes,yes,green
Alley,kenya,f,old chimps,31,14/11/2018,4,2,23,r,green,r,1,,1,yes,no,no,green
Alley,kenya,f,old chimps,31,14/11/2018,4,2,24,l,heart,l,1,,1,yes,yes,yes,heart
Bahati,kenya,f,young chimps,25,43413,4,2,1,l,green,l,1,,1,,,,green
Bahati,kenya,f,young chimps,25,43413,4,2,2,r,green,r,1,,1,yes,no,no,green
Bahati,kenya,f,young chimps,25,43413,4,2,3,l,heart,l,1,,1,yes,yes,yes,heart
Bahati,kenya,f,young chimps,25,43413,4,2,4,r,heart,l,0,,0,yes,no,no,green
Bahati,kenya,f,young chimps,25,43413,4,2,5,r,heart,r,1,,1,no,no,no,heart
Bahati,kenya,f,young chimps,25,43413,4,2,6,l,heart,l,1,,1,yes,no,no,heart
Bahati,kenya,f,young chimps,25,43413,4,2,7,r,green,l,0,,0,yes,yes,yes,heart
Bahati,kenya,f,young chimps,25,43413,4,2,8,l,green,l,1,,1,yes,no,no,green
Bahati,kenya,f,young chimps,25,43413,4,2,9,r,green,l,0,,0,yes,no,no,heart
Bahati,kenya,f,young chimps,25,43413,4,2,10,l,heart,l,1,,1,yes,yes,yes,heart
Bahati,kenya,f,young chimps,25,43413,4,2,11,l,green,l,1,,1,no,yes,no,green
Bahati,kenya,f,young chimps,25,43413,4,2,12,r,heart,l,0,,0,yes,yes,yes,green
Bahati,kenya,f,young chimps,25,43413,4,2,13,r,green,l,0,,0,no,yes,no,heart
Bahati,kenya,f,young chimps,25,43413,4,2,14,l,heart,l,1,,1,yes,yes,yes,heart
Bahati,kenya,f,young chimps,25,43413,4,2,15,l,green,l,1,,1,no,yes,no,green
Bahati,kenya,f,young chimps,25,43413,4,2,16,r,heart,l,0,,0,yes,yes,yes,green
Bahati,kenya,f,young chimps,25,43413,4,2,17,r,green,r,1,,1,no,yes,no,green
Bahati,kenya,f,young chimps,25,43413,4,2,18,l,heart,l,1,,1,yes,yes,yes,heart
Bahati,kenya,f,young chimps,25,43413,4,2,19,l,green,l,1,,1,no,yes,no,green
Bahati,kenya,f,young chimps,25,43413,4,2,20,r,heart,l,0,,0,yes,yes,yes,green
Bahati,kenya,f,young chimps,25,43413,4,2,21,r,heart,l,0,,0,no,no,no,green
Bahati,kenya,f,young chimps,25,43413,4,2,22,l,green,l,1,,1,yes,yes,yes,green
Bahati,kenya,f,young chimps,25,43413,4,2,23,r,green,r,1,,1,yes,no,no,green
Bahati,kenya,f,young chimps,25,43413,4,2,24,l,heart,l,1,,1,yes,yes,yes,heart
Kisa,kenya,m,young chimps,25,43413,4,2,1,l,green,r,0,,0,,,,heart
Kisa,kenya,m,young chimps,25,43413,4,2,2,r,green,r,1,,1,yes,no,no,green
Kisa,kenya,m,young chimps,25,43413,4,2,3,l,heart,l,1,,1,yes,yes,yes,heart
Kisa,kenya,m,young chimps,25,43413,4,2,4,r,heart,r,1,,1,yes,no,no,heart
Kisa,kenya,m,young chimps,25,43413,4,2,5,r,heart,r,1,,1,no,no,no,heart
Kisa,kenya,m,young chimps,25,43413,4,2,6,l,heart,r,0,,0,yes,no,no,green
Kisa,kenya,m,young chimps,25,43413,4,2,7,r,green,l,0,,0,yes,yes,yes,heart
Kisa,kenya,m,young chimps,25,43413,4,2,8,l,green,l,1,,1,yes,no,no,green
Kisa,kenya,m,young chimps,25,43413,4,2,9,r,green,r,1,,1,yes,no,no,green
Kisa,kenya,m,young chimps,25,43413,4,2,10,l,heart,l,1,,1,yes,yes,yes,heart
Kisa,kenya,m,young chimps,25,43413,4,2,11,l,green,l,1,,1,no,yes,no,green
Kisa,kenya,m,young chimps,25,43413,4,2,12,r,heart,r,1,,1,yes,yes,yes,heart
Kisa,kenya,m,young chimps,25,43413,4,2,13,r,green,r,1,,1,no,yes,no,green
Kisa,kenya,m,young chimps,25,43413,4,2,14,l,heart,l,1,,1,yes,yes,yes,heart
Kisa,kenya,m,young chimps,25,43413,4,2,15,l,green,r,0,,0,no,yes,no,heart
Kisa,kenya,m,young chimps,25,43413,4,2,16,r,heart,l,0,,0,yes,yes,yes,green
Kisa,kenya,m,young chimps,25,43413,4,2,17,r,green,r,1,,1,no,yes,no,green
Kisa,kenya,m,young chimps,25,43413,4,2,18,l,heart,l,1,,1,yes,yes,yes,heart
Kisa,kenya,m,young chimps,25,43413,4,2,19,l,green,l,1,,1,no,yes,no,green
Kisa,kenya,m,young chimps,25,43413,4,2,20,r,heart,r,1,,1,yes,yes,yes,heart
Kisa,kenya,m,young chimps,25,43413,4,2,21,r,heart,r,1,,1,no,no,no,heart
Kisa,kenya,m,young chimps,25,43413,4,2,22,l,green,l,1,,1,yes,yes,yes,green
Kisa,kenya,m,young chimps,25,43413,4,2,23,r,green,r,1,,1,yes,no,no,green
Kisa,kenya,m,young chimps,25,43413,4,2,24,l,heart,l,1,,1,yes,yes,yes,heart
Indi,uganda,m,Uganda,19,17/10/2019,4,2,1,l,green,l,1,,1,,,,green
Indi,uganda,m,Uganda,19,17/10/2019,4,2,2,r,green,l,0,,0,yes,yes,yes,heart
Indi,uganda,m,Uganda,19,17/10/2019,4,2,3,l,heart,r,0,,0,yes,yes,yes,green
Indi,uganda,m,Uganda,19,17/10/2019,4,2,4,r,heart,l,0,,0,yes,no,no,green
Indi,uganda,m,Uganda,19,17/10/2019,4,2,5,r,heart,r,1,,1,no,no,no,heart
Indi,uganda,m,Uganda,19,17/10/2019,4,2,6,l,heart,r,0,,0,yes,no,no,green
Indi,uganda,m,Uganda,19,17/10/2019,4,2,7,r,green,l,0,,0,yes,yes,yes,heart
Indi,uganda,m,Uganda,19,17/10/2019,4,2,8,l,green,l,1,,1,yes,no,no,green
Indi,uganda,m,Uganda,19,17/10/2019,4,2,9,r,green,l,0,,0,yes,no,no,heart
Indi,uganda,m,Uganda,19,17/10/2019,4,2,10,l,heart,r,0,,0,yes,yes,yes,green
Indi,uganda,m,Uganda,19,17/10/2019,4,2,11,l,green,l,1,,1,no,yes,no,green
Indi,uganda,m,Uganda,19,17/10/2019,4,2,12,r,green,r,1,,1,yes,no,no,green
Indi,uganda,m,Uganda,19,17/10/2019,4,2,13,r,heart,r,1,,1,no,yes,no,heart
Indi,uganda,m,Uganda,19,17/10/2019,4,2,14,l,heart,l,1,,1,yes,no,no,heart
Indi,uganda,m,Uganda,19,17/10/2019,4,2,15,l,green,r,0,,0,no,yes,no,heart
Indi,uganda,m,Uganda,19,17/10/2019,4,2,16,r,heart,r,1,,1,yes,yes,yes,heart
Indi,uganda,m,Uganda,19,17/10/2019,4,2,17,r,green,r,1,,1,no,yes,no,heart
Indi,uganda,m,Uganda,19,17/10/2019,4,2,18,l,heart,l,1,,1,yes,yes,yes,heart
Indi,uganda,m,Uganda,19,17/10/2019,4,2,19,l,green,l,1,,1,no,yes,no,green
Indi,uganda,m,Uganda,19,17/10/2019,4,2,20,r,heart,l,0,,0,yes,yes,yes,heart
Indi,uganda,m,Uganda,19,17/10/2019,4,2,21,r,heart,r,1,,1,no,no,no,heart
Indi,uganda,m,Uganda,19,17/10/2019,4,2,22,l,green,r,0,,0,yes,yes,yes,heart
Indi,uganda,m,Uganda,19,17/10/2019,4,2,23,r,green,r,1,,1,yes,no,no,green
Indi,uganda,m,Uganda,19,17/10/2019,4,2,24,l,heart,l,1,,1,yes,yes,yes,green
Mawa,uganda,m,Uganda,23,08/11/2019,3,2,1,l,heart,r,0,,0,,,,green
Mawa,uganda,m,Uganda,23,08/11/2019,3,2,2,r,green,r,1,,1,yes,yes,yes,green
Mawa,uganda,m,Uganda,23,08/11/2019,3,2,3,l,heart,l,1,,1,yes,yes,yes,heart
Mawa,uganda,m,Uganda,23,08/11/2019,3,2,4,r,green,r,1,,1,yes,yes,yes,green
Mawa,uganda,m,Uganda,23,08/11/2019,3,2,5,r,green,r,1,,1,no,no,no,green
Mawa,uganda,m,Uganda,23,08/11/2019,3,2,6,l,heart,r,0,,0,yes,yes,yes,green
Mawa,uganda,m,Uganda,23,08/11/2019,3,2,7,r,green,r,1,,1,yes,yes,yes,green
Mawa,uganda,m,Uganda,23,08/11/2019,3,2,8,l,heart,r,0,,0,yes,yes,yes,green
Mawa,uganda,m,Uganda,23,08/11/2019,3,2,9,r,green,r,1,,1,yes,yes,yes,green
Mawa,uganda,m,Uganda,23,08/11/2019,3,2,10,l,heart,r,0,,0,yes,yes,yes,green
Mawa,uganda,m,Uganda,23,08/11/2019,3,2,11,l,green,r,0,,0,no,yes,no,heart
Mawa,uganda,m,Uganda,23,08/11/2019,3,2,12,r,heart,r,1,,1,yes,yes,yes,heart
Mawa,uganda,m,Uganda,23,08/11/2019,3,2,13,r,heart,r,1,,1,no,no,no,heart
Mawa,uganda,m,Uganda,23,08/11/2019,3,2,14,l,heart,r,0,,0,yes,no,no,green
Mawa,uganda,m,Uganda,23,08/11/2019,3,2,15,l,green,r,0,,0,no,yes,no,heart
Mawa,uganda,m,Uganda,23,08/11/2019,3,2,16,r,green,r,1,,1,yes,no,no,green
Mawa,uganda,m,Uganda,23,08/11/2019,3,2,17,r,heart,r,1,,1,no,yes,no,heart
Mawa,uganda,m,Uganda,23,08/11/2019,3,2,18,l,green,r,0,,0,yes,yes,yes,heart
Mawa,uganda,m,Uganda,23,08/11/2019,3,2,19,l,green,r,0,,0,no,no,no,heart
Mawa,uganda,m,Uganda,23,08/11/2019,3,2,20,r,heart,r,0,,1,yes,yes,yes,green
Mawa,uganda,m,Uganda,23,08/11/2019,3,2,21,r,green,r,1,,1,no,yes,no,green
Mawa,uganda,m,Uganda,23,08/11/2019,3,2,22,l,heart,r,0,,0,yes,yes,yes,green
Mawa,uganda,m,Uganda,23,08/11/2019,3,2,23,r,heart,r,0,,1,yes,no,no,green
Mawa,uganda,m,Uganda,23,08/11/2019,3,2,24,l,green,r,0,,0,yes,yes,yes,heart
Sara,uganda,f,Uganda,9,30/11/2019,4,2,1,l,green,r,0,,0,,,,heart
Sara,uganda,f,Uganda,9,30/11/2019,4,2,2,r,green,l,0,,0,yes,no,no,heart
Sara,uganda,f,Uganda,9,30/11/2019,4,2,3,l,heart,l,1,,1,yes,yes,yes,heart
Sara,uganda,f,Uganda,9,30/11/2019,4,2,4,r,heart,r,1,,1,yes,no,no,heart
Sara,uganda,f,Uganda,9,30/11/2019,4,2,5,r,heart,l,0,,0,no,no,no,green
Sara,uganda,f,Uganda,9,30/11/2019,4,2,6,l,heart,r,0,,0,yes,no,no,green
Sara,uganda,f,Uganda,9,30/11/2019,4,2,7,r,green,r,1,,1,yes,yes,yes,green
Sara,uganda,f,Uganda,9,30/11/2019,4,2,8,l,green,r,0,,0,yes,no,no,heart
Sara,uganda,f,Uganda,9,30/11/2019,4,2,9,r,green,l,0,,0,yes,no,no,heart
Sara,uganda,f,Uganda,9,30/11/2019,4,2,10,l,heart,r,0,,0,yes,yes,yes,green
Sara,uganda,f,Uganda,9,30/11/2019,4,2,11,l,green,l,1,,1,no,yes,no,green
Sara,uganda,f,Uganda,9,30/11/2019,4,2,12,r,heart,r,1,,1,yes,yes,yes,heart
Sara,uganda,f,Uganda,9,30/11/2019,4,2,13,r,green,l,0,,0,no,yes,no,heart
Sara,uganda,f,Uganda,9,30/11/2019,4,2,14,l,heart,r,0,,0,yes,yes,yes,green
Sara,uganda,f,Uganda,9,30/11/2019,4,2,15,l,green,r,0,,0,no,yes,no,heart
Sara,uganda,f,Uganda,9,30/11/2019,4,2,16,r,heart,l,0,,0,yes,yes,yes,green
Sara,uganda,f,Uganda,9,30/11/2019,4,2,17,r,green,r,1,,1,no,yes,no,green
Sara,uganda,f,Uganda,9,30/11/2019,4,2,18,l,heart,l,1,,1,yes,yes,yes,heart
Sara,uganda,f,Uganda,9,30/11/2019,4,2,19,l,green,l,1,,1,no,yes,no,green
Sara,uganda,f,Uganda,9,30/11/2019,4,2,20,r,heart,l,0,,0,yes,yes,yes,green
Sara,uganda,f,Uganda,9,30/11/2019,4,2,21,r,heart,l,0,,0,no,no,no,green
Sara,uganda,f,Uganda,9,30/11/2019,4,2,22,l,green,r,0,,0,yes,yes,yes,heart
Sara,uganda,f,Uganda,9,30/11/2019,4,2,23,r,green,l,0,,0,yes,no,no,heart
Sara,uganda,f,Uganda,9,30/11/2019,4,2,24,l,heart,l,1,,1,yes,yes,yes,heart
Yoyo,uganda,f,Uganda,20,28/11/2019,4,2,1,l,green,l,1,,1,,,,green
Yoyo,uganda,f,Uganda,20,28/11/2019,4,2,2,r,green,r,1,,1,yes,no,no,green
Yoyo,uganda,f,Uganda,20,28/11/2019,4,2,3,l,heart,l,1,,1,yes,yes,yes,heart
Yoyo,uganda,f,Uganda,20,28/11/2019,4,2,4,r,heart,r,1,,1,yes,no,no,heart
Yoyo,uganda,f,Uganda,20,28/11/2019,4,2,5,r,heart,r,1,,1,no,no,no,heart
Yoyo,uganda,f,Uganda,20,28/11/2019,4,2,6,l,heart,r,0,,0,yes,no,no,green
Yoyo,uganda,f,Uganda,20,28/11/2019,4,2,7,r,green,r,1,,1,yes,yes,yes,green
Yoyo,uganda,f,Uganda,20,28/11/2019,4,2,8,l,green,r,0,,0,yes,no,no,heart
Yoyo,uganda,f,Uganda,20,28/11/2019,4,2,9,r,green,l,0,,0,yes,no,no,heart
Yoyo,uganda,f,Uganda,20,28/11/2019,4,2,10,l,heart,l,1,,1,yes,yes,yes,heart
Yoyo,uganda,f,Uganda,20,28/11/2019,4,2,11,l,green,r,0,,0,no,yes,no,heart
Yoyo,uganda,f,Uganda,20,28/11/2019,4,2,12,r,heart,r,1,,1,yes,yes,yes,heart
Yoyo,uganda,f,Uganda,20,28/11/2019,4,2,13,r,green,l,0,,0,no,yes,no,heart
Yoyo,uganda,f,Uganda,20,28/11/2019,4,2,14,l,heart,r,0,,0,yes,yes,yes,green
Yoyo,uganda,f,Uganda,20,28/11/2019,4,2,15,l,green,r,0,,0,no,yes,no,heart
Yoyo,uganda,f,Uganda,20,28/11/2019,4,2,16,r,heart,r,1,,1,yes,yes,yes,heart
Yoyo,uganda,f,Uganda,20,28/11/2019,4,2,17,r,green,r,1,,1,no,yes,no,green
Yoyo,uganda,f,Uganda,20,28/11/2019,4,2,18,l,heart,r,0,,0,yes,yes,yes,green
Yoyo,uganda,f,Uganda,20,28/11/2019,4,2,19,l,green,r,0,,0,no,yes,no,heart
Yoyo,uganda,f,Uganda,20,28/11/2019,4,2,20,r,heart,l,0,,0,yes,yes,yes,green
Yoyo,uganda,f,Uganda,20,28/11/2019,4,2,21,r,heart,l,0,,0,no,no,no,green
Yoyo,uganda,f,Uganda,20,28/11/2019,4,2,22,l,green,r,0,,0,yes,yes,yes,heart
Yoyo,uganda,f,Uganda,20,28/11/2019,4,2,23,r,green,l,0,,0,yes,no,no,heart
Yoyo,uganda,f,Uganda,20,28/11/2019,4,2,24,l,heart,l,1,,1,yes,yes,yes,heart
Okech,uganda,m,Uganda,20,30/11/2019,4,2,1,l,green,r,0,,0,,,,heart
Okech,uganda,m,Uganda,20,30/11/2019,4,2,2,r,green,r,1,,1,yes,no,no,green
Okech,uganda,m,Uganda,20,30/11/2019,4,2,3,l,heart,r,0,,0,yes,yes,yes,green
Okech,uganda,m,Uganda,20,30/11/2019,4,2,4,r,heart,r,1,,1,yes,no,no,heart
Okech,uganda,m,Uganda,20,30/11/2019,4,2,5,r,heart,r,1,,1,no,no,no,heart
Okech,uganda,m,Uganda,20,30/11/2019,4,2,6,l,heart,r,0,,0,yes,no,no,green
Okech,uganda,m,Uganda,20,30/11/2019,4,2,7,r,green,r,1,,1,yes,yes,yes,green
Okech,uganda,m,Uganda,20,30/11/2019,4,2,8,l,green,r,0,,0,yes,no,no,heart
Okech,uganda,m,Uganda,20,30/11/2019,4,2,9,r,green,r,1,,1,yes,no,no,green
Okech,uganda,m,Uganda,20,30/11/2019,4,2,10,l,heart,r,0,,0,yes,yes,yes,green
Okech,uganda,m,Uganda,20,30/11/2019,4,2,11,l,green,r,0,,0,no,yes,no,heart
Okech,uganda,m,Uganda,20,30/11/2019,4,2,12,r,heart,l,0,,0,yes,yes,yes,green
Okech,uganda,m,Uganda,20,30/11/2019,4,2,13,r,green,r,1,,1,no,yes,no,green
Okech,uganda,m,Uganda,20,30/11/2019,4,2,14,l,heart,r,0,,0,yes,yes,yes,green
Okech,uganda,m,Uganda,20,30/11/2019,4,2,15,l,green,r,0,,0,no,yes,no,heart
Okech,uganda,m,Uganda,20,30/11/2019,4,2,16,r,heart,l,0,,0,yes,yes,yes,green
Okech,uganda,m,Uganda,20,30/11/2019,4,2,17,r,green,r,1,,1,no,yes,no,green
Okech,uganda,m,Uganda,20,30/11/2019,4,2,18,l,heart,r,0,,0,yes,yes,yes,green
Okech,uganda,m,Uganda,20,30/11/2019,4,2,19,l,green,r,0,,0,no,yes,no,heart
Okech,uganda,m,Uganda,20,30/11/2019,4,2,20,r,heart,l,0,,0,yes,yes,yes,green
Okech,uganda,m,Uganda,20,30/11/2019,4,2,21,r,heart,r,1,,1,no,no,no,heart
Okech,uganda,m,Uganda,20,30/11/2019,4,2,22,l,green,r,0,,0,yes,yes,yes,heart
Okech,uganda,m,Uganda,20,30/11/2019,4,2,23,r,green,r,1,,1,yes,no,no,green
Okech,uganda,m,Uganda,20,30/11/2019,4,2,24,l,heart,r,0,,0,yes,yes,yes,green
