Subject	Site	Sex	Group	Age	Date	Day	Session	trial_number	Side	baited_Distractor	chose_side	correct	Comment	correct_check	side_change	box_change	dopple_change	chosen_distractor
Uruhara	kenya	m	young chimps	29	08/10/2018	3	1	15	l	green	r	0		0	yes	yes	yes	heart
Uruhara	kenya	m	young chimps	29	08/10/2018	3	1	16	r	green	l	0		0	yes	no	no	heart
Uruhara	kenya	m	young chimps	29	08/10/2018	3	1	17	l	heart	l	1		1	yes	yes	yes	heart
Uruhara	kenya	m	young chimps	29	08/10/2018	3	1	18	l	green	l	1		1	no	yes	no	green
Uruhara	kenya	m	young chimps	29	08/10/2018	3	1	19	r	green	r	1		1	yes	no	no	green
Uruhara	kenya	m	young chimps	29	08/10/2018	3	1	20	r	heart	r	1		1	no	yes	no	heart
Uruhara	kenya	m	young chimps	29	08/10/2018	3	1	21	l	green	l	1		1	yes	yes	yes	green
Uruhara	kenya	m	young chimps	29	08/10/2018	3	1	22	l	heart	l	1		1	no	yes	no	heart
Uruhara	kenya	m	young chimps	29	08/10/2018	3	1	23	r	heart	l	0		0	yes	no	no	green
Uruhara	kenya	m	young chimps	29	08/10/2018	3	1	24	r	green	r	1		1	no	yes	no	green
William	kenya	m	young chimps	18	08/10/2018	3	1	1	r	heart	l	0		0				green
William	kenya	m	young chimps	18	08/10/2018	3	1	2	l	green	r	0		0	yes	yes	yes	heart
William	kenya	m	young chimps	18	08/10/2018	3	1	3	l	heart	r	0		0	no	yes	no	green
William	kenya	m	young chimps	18	08/10/2018	3	1	4	r	green	r	1		1	yes	yes	yes	green
William	kenya	m	young chimps	18	08/10/2018	3	1	5	l	green	l	1		1	yes	no	no	green
William	kenya	m	young chimps	18	08/10/2018	3	1	6	l	heart	r	0		0	no	yes	no	green
William	kenya	m	young chimps	18	08/10/2018	3	1	7	r	green	l	0		0	yes	yes	yes	heart
William	kenya	m	young chimps	18	08/10/2018	3	1	8	r	heart	r	1		1	no	yes	no	heart
William	kenya	m	young chimps	18	08/10/2018	3	1	9	r	green	r	1		1	no	yes	no	green
William	kenya	m	young chimps	18	08/10/2018	3	1	10	r	heart	r	1		1	no	yes	no	heart
William	kenya	m	young chimps	18	08/10/2018	3	1	11	l	green	l	1		1	yes	yes	yes	green
William	kenya	m	young chimps	18	08/10/2018	3	1	12	l	heart	r	0		0	no	yes	no	green
William	kenya	m	young chimps	18	08/10/2018	3	1	13	l	heart	l	1		1	no	no	no	heart
William	kenya	m	young chimps	18	08/10/2018	3	1	14	r	heart	l	0		0	yes	no	no	green
William	kenya	m	young chimps	18	08/10/2018	3	1	15	l	green	l	1		1	yes	yes	yes	green
William	kenya	m	young chimps	18	08/10/2018	3	1	16	r	green	r	1		1	yes	no	no	green
William	kenya	m	young chimps	18	08/10/2018	3	1	17	l	heart	l	1		1	yes	yes	yes	heart
William	kenya	m	young chimps	18	08/10/2018	3	1	18	l	green	l	1		1	no	yes	no	green
William	kenya	m	young chimps	18	08/10/2018	3	1	19	r	green	l	0		0	yes	no	no	heart
William	kenya	m	young chimps	18	08/10/2018	3	1	20	r	heart	r	1		1	no	yes	no	heart
William	kenya	m	young chimps	18	08/10/2018	3	1	21	l	green	l	1		1	yes	yes	yes	green
William	kenya	m	young chimps	18	08/10/2018	3	1	22	l	heart	r	0		0	no	yes	no	green
William	kenya	m	young chimps	18	08/10/2018	3	1	23	r	heart	r	1		1	yes	no	no	heart
William	kenya	m	young chimps	18	08/10/2018	3	1	24	r	green	r	1		1	no	yes	no	green
Tess	kenya	f	young chimps	26	08/10/2018	3	1	1	r	heart	l	0		0				green
Tess	kenya	f	young chimps	26	08/10/2018	3	1	2	l	green	r	0		0	yes	yes	yes	heart
Tess	kenya	f	young chimps	26	08/10/2018	3	1	3	l	heart	l	1		1	no	yes	no	heart
Tess	kenya	f	young chimps	26	08/10/2018	3	1	4	r	green	l	0		0	yes	yes	yes	heart
Tess	kenya	f	young chimps	26	08/10/2018	3	1	5	l	green	l	1		1	yes	no	no	green
Tess	kenya	f	young chimps	26	08/10/2018	3	1	6	l	heart	l	1		1	no	yes	no	heart
Tess	kenya	f	young chimps	26	08/10/2018	3	1	7	r	green	l	0		0	yes	yes	yes	heart
Tess	kenya	f	young chimps	26	08/10/2018	3	1	8	r	heart	l	0		0	no	yes	no	green
Tess	kenya	f	young chimps	26	08/10/2018	3	1	9	r	green	r	1		1	no	yes	no	green
Tess	kenya	f	young chimps	26	08/10/2018	3	1	10	r	heart	r	1		1	no	yes	no	heart
Tess	kenya	f	young chimps	26	08/10/2018	3	1	11	l	green	r	0		0	yes	yes	yes	heart
Tess	kenya	f	young chimps	26	08/10/2018	3	1	12	l	heart	r	0		0	no	yes	no	green
Tess	kenya	f	young chimps	26	08/10/2018	3	1	13	l	heart	r	0		0	no	no	no	green
Tess	kenya	f	young chimps	26	08/10/2018	3	1	14	r	heart	r	1		1	yes	no	no	heart
Tess	kenya	f	young chimps	26	08/10/2018	3	1	15	l	green	r	0		0	yes	yes	yes	heart
Tess	kenya	f	young chimps	26	08/10/2018	3	1	16	r	green	l	0		0	yes	no	no	heart
Tess	kenya	f	young chimps	26	08/10/2018	3	1	17	l	heart	r	0		0	yes	yes	yes	green
Tess	kenya	f	young chimps	26	08/10/2018	3	1	18	l	green	l	1		1	no	yes	no	green
Tess	kenya	f	young chimps	26	08/10/2018	3	1	19	r	green	r	1		1	yes	no	no	green
Tess	kenya	f	young chimps	26	08/10/2018	3	1	20	r	heart	r	1		1	no	yes	no	heart
Tess	kenya	f	young chimps	26	08/10/2018	3	1	21	l	green	r	0		0	yes	yes	yes	heart
Tess	kenya	f	young chimps	26	08/10/2018	3	1	22	l	heart	r	0		0	no	yes	no	green
Tess	kenya	f	young chimps	26	08/10/2018	3	1	23	r	heart	r	1		1	yes	no	no	heart
Tess	kenya	f	young chimps	26	08/10/2018	3	1	24	r	green	r	1		1	no	yes	no	green
Chipie	kenya	f	young chimps	27	10/10/2018	3	1	1	r	heart	l	0		0				green
Chipie	kenya	f	young chimps	27	10/10/2018	3	1	2	l	green	l	1		1	yes	yes	yes	green
Chipie	kenya	f	young chimps	27	10/10/2018	3	1	3	l	heart	l	1		1	no	yes	no	heart
Chipie	kenya	f	young chimps	27	10/10/2018	3	1	4	r	green	l	0		0	yes	yes	yes	heart
Chipie	kenya	f	young chimps	27	10/10/2018	3	1	5	l	green	l	1		1	yes	no	no	green
Chipie	kenya	f	young chimps	27	10/10/2018	3	1	6	l	heart	l	1		1	no	yes	no	heart
Chipie	kenya	f	young chimps	27	10/10/2018	3	1	7	r	green	l	0		0	yes	yes	yes	heart
Chipie	kenya	f	young chimps	27	10/10/2018	3	1	8	r	heart	r	1		1	no	yes	no	heart
Chipie	kenya	f	young chimps	27	10/10/2018	3	1	9	r	green	r	1		1	no	yes	no	green
Chipie	kenya	f	young chimps	27	10/10/2018	3	1	10	r	heart	l	0		0	no	yes	no	green
Chipie	kenya	f	young chimps	27	10/10/2018	3	1	11	l	green	r	0		0	yes	yes	yes	heart
Chipie	kenya	f	young chimps	27	10/10/2018	3	1	12	l	heart	r	0		0	no	yes	no	green
Chipie	kenya	f	young chimps	27	10/10/2018	3	1	13	l	heart	l	1		1	no	no	no	heart
Chipie	kenya	f	young chimps	27	10/10/2018	3	1	14	r	heart	l	0		0	yes	no	no	green
Chipie	kenya	f	young chimps	27	10/10/2018	3	1	15	l	green	r	0		0	yes	yes	yes	heart
Chipie	kenya	f	young chimps	27	10/10/2018	3	1	16	r	green	r	1		1	yes	no	no	green
Chipie	kenya	f	young chimps	27	10/10/2018	3	1	17	l	heart	l	1		1	yes	yes	yes	heart
Chipie	kenya	f	young chimps	27	10/10/2018	3	1	18	l	green	l	1		1	no	yes	no	green
Chipie	kenya	f	young chimps	27	10/10/2018	3	1	19	r	green	l	0		0	yes	no	no	heart
Chipie	kenya	f	young chimps	27	10/10/2018	3	1	20	r	heart	r	1		1	no	yes	no	heart
Chipie	kenya	f	young chimps	27	10/10/2018	3	1	21	l	green	l	1		1	yes	yes	yes	green
Chipie	kenya	f	young chimps	27	10/10/2018	3	1	22	l	heart	r	0		0	no	yes	no	green
Chipie	kenya	f	young chimps	27	10/10/2018	3	1	23	r	heart	r	1		1	yes	no	no	heart
Chipie	kenya	f	young chimps	27	10/10/2018	3	1	24	r	green	l	0		0	no	yes	no	heart
Amizero	kenya	f	young chimps	29	10/10/2018	3	1	1	r	heart	l	0		0				green
Amizero	kenya	f	young chimps	29	10/10/2018	3	1	2	l	green	l	1		1	yes	yes	yes	green
Amizero	kenya	f	young chimps	29	10/10/2018	3	1	3	l	heart	r	0		0	no	yes	no	green
Amizero	kenya	f	young chimps	29	10/10/2018	3	1	4	r	green	l	0		0	yes	yes	yes	heart
Amizero	kenya	f	young chimps	29	10/10/2018	3	1	5	l	green	r	0		0	yes	no	no	heart
Amizero	kenya	f	young chimps	29	10/10/2018	3	1	6	l	heart	l	1		1	no	yes	no	heart
Amizero	kenya	f	young chimps	29	10/10/2018	3	1	7	r	green	r	1		1	yes	yes	yes	green
Amizero	kenya	f	young chimps	29	10/10/2018	3	1	8	r	heart	r	1		1	no	yes	no	heart
Amizero	kenya	f	young chimps	29	10/10/2018	3	1	9	r	green	r	1		1	no	yes	no	green
Amizero	kenya	f	young chimps	29	10/10/2018	3	1	10	r	heart	r	1		1	no	yes	no	heart
Amizero	kenya	f	young chimps	29	10/10/2018	3	1	11	l	green	r	0		0	yes	yes	yes	heart
Amizero	kenya	f	young chimps	29	10/10/2018	3	1	12	l	heart	r	0		0	no	yes	no	green
Amizero	kenya	f	young chimps	29	10/10/2018	3	1	13	l	heart	l	1		1	no	no	no	heart
Amizero	kenya	f	young chimps	29	10/10/2018	3	1	14	r	heart	l	0		0	yes	no	no	green
Amizero	kenya	f	young chimps	29	10/10/2018	3	1	15	l	green	r	0		0	yes	yes	yes	heart
Amizero	kenya	f	young chimps	29	10/10/2018	3	1	16	r	green	l	0		0	yes	no	no	heart
Amizero	kenya	f	young chimps	29	10/10/2018	3	1	17	l	heart	r	0		0	yes	yes	yes	green
Amizero	kenya	f	young chimps	29	10/10/2018	3	1	18	l	green	l	1		1	no	yes	no	green
Amizero	kenya	f	young chimps	29	10/10/2018	3	1	19	r	green	r	1		1	yes	no	no	green
Amizero	kenya	f	young chimps	29	10/10/2018	3	1	20	r	heart	r	1		1	no	yes	no	heart
Amizero	kenya	f	young chimps	29	10/10/2018	3	1	21	l	green	l	1		1	yes	yes	yes	green
Amizero	kenya	f	young chimps	29	10/10/2018	3	1	22	l	heart	l	1		1	no	yes	no	heart
Amizero	kenya	f	young chimps	29	10/10/2018	3	1	23	r	heart	l	0		0	yes	no	no	green
Amizero	kenya	f	young chimps	29	10/10/2018	3	1	24	r	green	r	1		1	no	yes	no	green
Jane	kenya	f	young chimps	14	10/10/2018	3	1	1	r	heart	r	1		1				heart
Jane	kenya	f	young chimps	14	10/10/2018	3	1	2	l	green	r	0		0	yes	yes	yes	heart
Jane	kenya	f	young chimps	14	10/10/2018	3	1	3	l	heart	r	0		0	no	yes	no	green
Jane	kenya	f	young chimps	14	10/10/2018	3	1	4	r	green	l	0		0	yes	yes	yes	heart
Jane	kenya	f	young chimps	14	10/10/2018	3	1	5	l	green	r	0		0	yes	no	no	heart
Jane	kenya	f	young chimps	14	10/10/2018	3	1	6	l	heart	l	1		1	no	yes	no	heart
Jane	kenya	f	young chimps	14	10/10/2018	3	1	7	r	green	r	1		1	yes	yes	yes	green
Jane	kenya	f	young chimps	14	10/10/2018	3	1	8	r	heart	r	1		1	no	yes	no	heart
Jane	kenya	f	young chimps	14	10/10/2018	3	1	9	r	green	r	1		1	no	yes	no	green
Jane	kenya	f	young chimps	14	10/10/2018	3	1	10	r	heart	r	1		1	no	yes	no	heart
Jane	kenya	f	young chimps	14	10/10/2018	3	1	11	l	green	r	0		0	yes	yes	yes	heart
Jane	kenya	f	young chimps	14	10/10/2018	3	1	12	l	heart	r	0		0	no	yes	no	green
Jane	kenya	f	young chimps	14	10/10/2018	3	1	13	l	heart	r	0		0	no	no	no	green
Jane	kenya	f	young chimps	14	10/10/2018	3	1	14	r	heart	r	1		1	yes	no	no	heart
Jane	kenya	f	young chimps	14	10/10/2018	3	1	15	l	green	l	1		1	yes	yes	yes	green
Jane	kenya	f	young chimps	14	10/10/2018	3	1	16	r	green	l	0		0	yes	no	no	heart
Jane	kenya	f	young chimps	14	10/10/2018	3	1	17	l	heart	l	1		1	yes	yes	yes	heart
Jane	kenya	f	young chimps	14	10/10/2018	3	1	18	l	green	l	1		1	no	yes	no	green
Jane	kenya	f	young chimps	14	10/10/2018	3	1	19	r	green	r	1		1	yes	no	no	green
Jane	kenya	f	young chimps	14	10/10/2018	3	1	20	r	heart	r	1		1	no	yes	no	heart
Jane	kenya	f	young chimps	14	10/10/2018	3	1	21	l	green	r	0		0	yes	yes	yes	heart
Jane	kenya	f	young chimps	14	10/10/2018	3	1	22	l	heart	l	1		1	no	yes	no	heart
Jane	kenya	f	young chimps	14	10/10/2018	3	1	23	r	heart	r	1		1	yes	no	no	heart
Jane	kenya	f	young chimps	14	10/10/2018	3	1	24	r	green	r	1		1	no	yes	no	green
Mwanzo	kenya	f	old chimps	22	14/10/2018	3	1	1	r	heart	r	1		1				heart
Mwanzo	kenya	f	old chimps	22	14/10/2018	3	1	2	l	green	r	0		0	yes	yes	yes	heart
Mwanzo	kenya	f	old chimps	22	14/10/2018	3	1	3	l	heart	r	0		0	no	yes	no	green
Mwanzo	kenya	f	old chimps	22	14/10/2018	3	1	4	r	green	l	0		0	yes	yes	yes	heart
Mwanzo	kenya	f	old chimps	22	14/10/2018	3	1	5	l	green	r	0		0	yes	no	no	heart
Mwanzo	kenya	f	old chimps	22	14/10/2018	3	1	6	l	heart	l	1		1	no	yes	no	heart
Mwanzo	kenya	f	old chimps	22	14/10/2018	3	1	7	r	green	l	0		0	yes	yes	yes	heart
Mwanzo	kenya	f	old chimps	22	14/10/2018	3	1	8	r	heart	l	0		0	no	yes	no	green
Mwanzo	kenya	f	old chimps	22	14/10/2018	3	1	9	r	green	r	1		1	no	yes	no	green
Mwanzo	kenya	f	old chimps	22	14/10/2018	3	1	10	r	heart	r	1		1	no	yes	no	heart
Mwanzo	kenya	f	old chimps	22	14/10/2018	3	1	11	l	green	r	0		0	yes	yes	yes	heart
Mwanzo	kenya	f	old chimps	22	14/10/2018	3	1	12	l	heart	r	0		0	no	yes	no	green
Mwanzo	kenya	f	old chimps	22	14/10/2018	3	1	13	l	heart	l	1		1	no	no	no	heart
Mwanzo	kenya	f	old chimps	22	14/10/2018	3	1	14	r	heart	l	0		0	yes	no	no	green
Mwanzo	kenya	f	old chimps	22	14/10/2018	3	1	15	l	green	r	0		0	yes	yes	yes	heart
Mwanzo	kenya	f	old chimps	22	14/10/2018	3	1	16	r	green	r	1		1	yes	no	no	green
Mwanzo	kenya	f	old chimps	22	14/10/2018	3	1	17	l	heart	r	0		0	yes	yes	yes	green
Mwanzo	kenya	f	old chimps	22	14/10/2018	3	1	18	l	green	l	1		1	no	yes	no	green
Mwanzo	kenya	f	old chimps	22	14/10/2018	3	1	19	r	green	r	1		1	yes	no	no	green
Mwanzo	kenya	f	old chimps	22	14/10/2018	3	1	20	r	heart	r	1		1	no	yes	no	heart
Mwanzo	kenya	f	old chimps	22	14/10/2018	3	1	21	l	green	r	0		0	yes	yes	yes	heart
Mwanzo	kenya	f	old chimps	22	14/10/2018	3	1	22	l	heart	r	0		0	no	yes	no	green
Mwanzo	kenya	f	old chimps	22	14/10/2018	3	1	23	r	heart	r	1		1	yes	no	no	heart
Mwanzo	kenya	f	old chimps	22	14/10/2018	3	1	24	r	green	r	1		1	no	yes	no	green
Mary	kenya	f	old chimps	15	14/10/2018	3	1	1	r	heart	r	1		1				heart
Mary	kenya	f	old chimps	15	14/10/2018	3	1	2	l	green	r	0		0	yes	yes	yes	heart
Mary	kenya	f	old chimps	15	14/10/2018	3	1	3	l	heart	r	0		0	no	yes	no	green
Mary	kenya	f	old chimps	15	14/10/2018	3	1	4	r	green	r	1		1	yes	yes	yes	green
Mary	kenya	f	old chimps	15	14/10/2018	3	1	5	l	green	r	0		0	yes	no	no	heart
Mary	kenya	f	old chimps	15	14/10/2018	3	1	6	l	heart	r	0		0	no	yes	no	green
Mary	kenya	f	old chimps	15	14/10/2018	3	1	7	r	green	r	1		1	yes	yes	yes	green
Mary	kenya	f	old chimps	15	14/10/2018	3	1	8	r	heart	r	1		1	no	yes	no	heart
Mary	kenya	f	old chimps	15	14/10/2018	3	1	9	r	green	r	1		1	no	yes	no	green
Mary	kenya	f	old chimps	15	14/10/2018	3	1	10	r	heart	r	1		1	no	yes	no	heart
Mary	kenya	f	old chimps	15	14/10/2018	3	1	11	l	green	r	0		0	yes	yes	yes	heart
Mary	kenya	f	old chimps	15	14/10/2018	3	1	12	l	heart	r	0		0	no	yes	no	green
Mary	kenya	f	old chimps	15	14/10/2018	3	1	13	l	heart	r	0		0	no	no	no	green
Mary	kenya	f	old chimps	15	14/10/2018	3	1	14	r	heart	r	1		1	yes	no	no	heart
Mary	kenya	f	old chimps	15	14/10/2018	3	1	15	l	green	l	1		1	yes	yes	yes	green
Mary	kenya	f	old chimps	15	14/10/2018	3	1	16	r	green	r	1		1	yes	no	no	green
Mary	kenya	f	old chimps	15	14/10/2018	3	1	17	l	heart	r	0		0	yes	yes	yes	green
Mary	kenya	f	old chimps	15	14/10/2018	3	1	18	l	green	r	0		0	no	yes	no	heart
Mary	kenya	f	old chimps	15	14/10/2018	3	1	19	r	green	r	1		1	yes	no	no	green
Mary	kenya	f	old chimps	15	14/10/2018	3	1	20	r	heart	r	1		1	no	yes	no	heart
Mary	kenya	f	old chimps	15	14/10/2018	3	1	21	l	green	r	0		0	yes	yes	yes	heart
Mary	kenya	f	old chimps	15	14/10/2018	3	1	22	l	heart	r	0		0	no	yes	no	green
Mary	kenya	f	old chimps	15	14/10/2018	3	1	23	r	heart	l	0		0	yes	no	no	green
Mary	kenya	f	old chimps	15	14/10/2018	3	1	24	r	green	r	1		1	no	yes	no	green
Zee	kenya	m	old chimps	18	14/10/2018	3	1	1	r	heart	l	0		0				green
Zee	kenya	m	old chimps	18	14/10/2018	3	1	2	l	green	r	0		0	yes	yes	yes	heart
Zee	kenya	m	old chimps	18	14/10/2018	3	1	3	l	heart	r	0		0	no	yes	no	green
Zee	kenya	m	old chimps	18	14/10/2018	3	1	4	r	green	l	0		0	yes	yes	yes	heart
Zee	kenya	m	old chimps	18	14/10/2018	3	1	5	l	green	r	0		0	yes	no	no	heart
Zee	kenya	m	old chimps	18	14/10/2018	3	1	6	l	heart	l	1		1	no	yes	no	heart
Zee	kenya	m	old chimps	18	14/10/2018	3	1	7	r	green	l	0		0	yes	yes	yes	heart
Zee	kenya	m	old chimps	18	14/10/2018	3	1	8	r	heart	r	1		1	no	yes	no	heart
Zee	kenya	m	old chimps	18	14/10/2018	3	1	9	r	green	r	1		1	no	yes	no	green
Zee	kenya	m	old chimps	18	14/10/2018	3	1	10	r	heart	r	1		1	no	yes	no	heart
Zee	kenya	m	old chimps	18	14/10/2018	3	1	11	l	green	r	0		0	yes	yes	yes	heart
Zee	kenya	m	old chimps	18	14/10/2018	3	1	12	l	heart	r	0		0	no	yes	no	green
Zee	kenya	m	old chimps	18	14/10/2018	3	1	13	l	heart	l	1		1	no	no	no	heart
Zee	kenya	m	old chimps	18	14/10/2018	3	1	14	r	heart	r	1		1	yes	no	no	heart
Zee	kenya	m	old chimps	18	14/10/2018	3	1	15	l	green	l	1		1	yes	yes	yes	green
Zee	kenya	m	old chimps	18	14/10/2018	3	1	16	r	green	r	1		1	yes	no	no	green
Zee	kenya	m	old chimps	18	14/10/2018	3	1	17	l	heart	r	0		0	yes	yes	yes	green
Zee	kenya	m	old chimps	18	14/10/2018	3	1	18	l	green	r	0		0	no	yes	no	heart
Zee	kenya	m	old chimps	18	14/10/2018	3	1	19	r	green	r	1		1	yes	no	no	green
Zee	kenya	m	old chimps	18	14/10/2018	3	1	20	r	heart	r	1		1	no	yes	no	heart
Zee	kenya	m	old chimps	18	14/10/2018	3	1	21	l	green	r	0		0	yes	yes	yes	heart
Zee	kenya	m	old chimps	18	14/10/2018	3	1	22	l	heart	l	1		1	no	yes	no	heart
Zee	kenya	m	old chimps	18	14/10/2018	3	1	23	r	heart	l	0		0	yes	no	no	green
Zee	kenya	m	old chimps	18	14/10/2018	3	1	24	r	green	r	1		1	no	yes	no	green
Amahirwe	kenya	m	old chimps	20	14/10/2018	3	1	1	r	heart	l	0		0				green
Amahirwe	kenya	m	old chimps	20	14/10/2018	3	1	2	l	green	l	1		1	yes	yes	yes	green
Amahirwe	kenya	m	old chimps	20	14/10/2018	3	1	3	l	heart	l	1		1	no	yes	no	heart
Amahirwe	kenya	m	old chimps	20	14/10/2018	3	1	4	r	green	l	0		0	yes	yes	yes	heart
Amahirwe	kenya	m	old chimps	20	14/10/2018	3	1	5	l	green	l	1		1	yes	no	no	green
Amahirwe	kenya	m	old chimps	20	14/10/2018	3	1	6	l	heart	l	1		1	no	yes	no	heart
Amahirwe	kenya	m	old chimps	20	14/10/2018	3	1	7	r	green	l	0		0	yes	yes	yes	heart
Amahirwe	kenya	m	old chimps	20	14/10/2018	3	1	8	r	heart	l	0		0	no	yes	no	green
